id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
2322,186,Orlando,Packaged food,40,Bo,100,19,1482.52,4,7.9705376344086,78.0273684210526,631
2323,180,Boston,Alcohol,40,Bo,94,37,1458.74,3,8.10411111111111,39.4254054054054,713
2325,369,Columbus,Shoes,45,Nilima,160,30,1878.1,1,5.08970189701897,62.6033333333333,781
2326,555,Seattle,Alcohol,55,Bo,176,36,1933.21,2,3.48326126126126,53.7002777777778,750
2327,277,Boston,Frozen food,42,Bo,95,16,1488.63,3,5.3741155234657,93.039375,551
2328,430,Jersey,Baby,52,Nilima,185,30,1798.07,1,4.18155813953488,59.9356666666667,776
2329,171,Seattle,Alcohol,38,Bo,77,12,1379.42,12,8.066783625731,114.951666666667,497
2330,393,Orlando,Alcohol,59,Bo,177,28,1737.11,3,4.4201272264631,62.0396428571429,572
2331,186,Seattle,Frozen food,50,Bo,112,29,1385.43,4,7.44854838709677,47.7734482758621,456
2332,247,Boston,Alcohol,43,Bo,93,17,1652.28,25,6.68939271255061,97.1929411764706,112
2333,24,Seattle,Baby,15,Nilima,16,8,692.41,5,28.8504166666667,86.55125,693
2334,256,Orlando,Alcohol,55,Bo,126,23,1629.99,5,6.3671484375,70.8691304347826,687
2335,187,Orlando,Shoes,44,Bo,81,10,1360.12,1,7.27336898395722,136.012,794
2336,51,Seattle,Shoes,18,Bo,27,20,829.81,2,16.2707843137255,41.4905,582
2337,257,Denver,Baby,38,Moone,97,13,1318.87,3,5.13178988326848,101.451538461538,746
2338,176,Seattle,Frozen food,46,Bo,90,16,1420.3,1,8.06988636363636,88.76875,541
2339,32,Orlando,Baby,18,Veina,25,3,861.27,2,26.9146875,287.09,566
2340,97,Colorado Springs,Shoes,22,Nilima,35,19,1018.59,2,10.5009278350515,53.61,685
2341,190,San Diego,Clothes,34,Bo,87,13,1494.14,10,7.86389473684211,114.933846153846,697
2342,97,Denver,Shoes,31,Bo,52,12,1144.32,2,11.7971134020619,95.36,757
2343,253,Columbus,Bakery,46,Nilima,120,48,1641.46,1,6.48798418972332,34.1970833333333,737
2344,152,Boston,Shoes,37,Bo,69,19,1261.13,2,8.29690789473684,66.3752631578947,766
2345,186,Honolulu,Alcohol,43,Bo,96,15,1559.9,4,8.38655913978495,103.993333333333,724
2346,239,Honolulu,Baby,44,Moone,115,18,1489.2,1,6.23096234309623,82.7333333333333,750
2347,105,Columbus,Shoes,29,Nilima,48,14,1129.19,3,10.7541904761905,80.6564285714286,659
2349,512,Colorado Springs,Clothes,59,Bo,175,34,1955.78,5,3.8198828125,57.5229411764706,603
2350,260,Orlando,Baby,42,Bo,115,40,1643.73,1,6.32203846153846,41.09325,294
2351,178,Colorado Springs,Packaged food,43,Bo,93,32,1357.87,10,7.62848314606742,42.4334375,676
2352,238,Columbus,Baby,44,Bo,102,40,1479.98,1,6.21840336134454,36.9995,809
2353,90,Denver,Frozen food,30,Bo,50,6,1063.05,2,11.8116666666667,177.175,950
2354,228,Orlando,Shoes,36,Bo,78,31,1307.31,2,5.73381578947368,42.1712903225806,741
2355,18,Columbus,Bakery,14,Veina,15,4,691.73,34,38.4294444444444,172.9325,393
2356,158,Honolulu,Alcohol,43,Bo,94,15,1356.82,1,8.58746835443038,90.4546666666667,849
2357,191,Boston,Baby,37,Bo,100,28,1486.9,1,7.7848167539267,53.1035714285714,1015
2358,50,Boston,Baby,26,Veina,35,8,1034.42,6,20.6884,129.3025,475
2359,120,Columbus,Alcohol,25,Nilima,61,27,1241.17,3,10.3430833333333,45.9692592592593,879
2360,129,Jersey,Pets,28,Bo,77,18,1198.71,8,9.29232558139535,66.595,827
2361,324,Seattle,Alcohol,48,Bo,143,16,1805.58,1,5.57277777777778,112.84875,673
2362,353,Orlando,Frozen food,55,Nilima,132,33,1702.96,3,4.8242492917847,51.6048484848485,726
2363,148,Seattle,Shoes,40,Nilima,69,15,1287.9,3,8.70202702702703,85.86,593
2364,122,Colorado Springs,Packaged food,35,Bo,60,13,1181.3,10,9.6827868852459,90.8692307692308,782
2365,217,Columbus,Frozen food,34,Nilima,58,16,1427.81,2,6.57976958525346,89.238125,883
2366,210,Orlando,Alcohol,40,Nilima,114,12,1424.1,7,6.78142857142857,118.675,593
2367,26,Columbus,Baby,11,Bo,16,5,753.76,8,28.9907692307692,150.752,601
2368,253,Columbus,Fresh food,44,Veina,115,28,1445.44,1,5.71320158102767,51.6228571428571,651
2369,230,Colorado Springs,Shoes,52,Bo,126,22,1382.07,1,6.009,62.8213636363636,949
2370,259,Denver,Alcohol,54,Bo,123,27,1554.36,4,6.00138996138996,57.5688888888889,639
2372,118,Seattle,Alcohol,33,Bo,60,31,1146.92,7,9.71966101694915,36.9974193548387,865
2373,107,Columbus,Alcohol,24,Bo,61,24,1214.92,1,11.3543925233645,50.6216666666667,654
2374,50,San Diego,Baby,19,Bo,31,5,872.29,30,17.4458,174.458,404
2375,76,Jersey,Baby,26,Veina,43,14,1135.87,3,14.9456578947368,81.1335714285714,843
2377,310,Columbus,Packaged food,53,Bo,105,33,1672.77,3,5.39603225806452,50.69,561
2378,244,Seattle,Alcohol,38,Bo,87,13,1584.84,4,6.49524590163934,121.910769230769,561
2379,17,Denver,Alcohol,13,Veina,15,7,753.48,25,44.3223529411765,107.64,576
2380,232,San Diego,Alcohol,43,Bo,118,14,1604.33,4,6.91521551724138,114.595,933
2381,440,San Diego,Alcohol,59,Bo,170,49,1968.03,1,4.47279545454545,40.1638775510204,598
2382,170,Seattle,Shoes,39,Bo,91,14,1393.84,13,8.19905882352941,99.56,953
2383,118,Seattle,Baby,27,Alekto,59,9,1445.33,20,12.2485593220339,160.592222222222,688
2384,172,Colorado Springs,Alcohol,49,Bo,92,24,1192.44,17,6.93279069767442,49.685,552
2385,505,Honolulu,Shoes,53,Medeia,209,33,2397.16,2,4.74685148514851,72.6412121212121,724
2386,209,Denver,Frozen food,48,Bo,97,17,1416.16,2,6.77588516746412,83.3035294117647,598
2387,93,Orlando,Baby,31,Alekto,63,17,1146.61,2,12.3291397849462,67.4476470588235,691
2388,10,Boston,Baby,7,Veina,10,2,536.6,12,53.66,268.3,755
2390,145,Seattle,Alcohol,32,Bo,65,24,1187.64,7,8.19062068965517,49.485,719
2391,136,Colorado Springs,Alcohol,43,Bo,80,21,1270.03,4,9.33845588235294,60.477619047619,908
2392,27,Colorado Springs,Packaged food,16,Bo,21,6,689.63,11,25.5418518518519,114.938333333333,769
2393,20,Boston,Packaged food,12,Veina,15,4,738.44,8,36.922,184.61,687
2394,34,San Diego,Alcohol,16,Veina,26,3,728.81,27,21.4355882352941,242.936666666667,624
2395,48,Seattle,Shoes,21,Veina,31,5,857.96,4,17.8741666666667,171.592,517
2396,92,Boston,Shoes,25,Bo,56,9,1061.4,1,11.5369565217391,117.933333333333,700
2397,57,Seattle,Baby,21,Veina,28,11,1092.97,2,19.1749122807018,99.3609090909091,884
2398,311,Orlando,Alcohol,50,Bo,139,17,1591.1,3,5.11607717041801,93.5941176470588,713
2399,83,Columbus,Alcohol,26,Bo,45,18,1079.08,8,13.0009638554217,59.9488888888889,702
2400,246,Seattle,Bakery,37,Bo,109,37,1433.25,1,5.82621951219512,38.7364864864865,665
2401,201,Boston,Shoes,45,Bo,105,27,1420.56,2,7.06746268656716,52.6133333333333,837
2402,235,Orlando,Bakery,42,Bo,98,53,1543.65,6,6.56872340425532,29.1254716981132,642
2403,129,Denver,Alcohol,35,Nilima,67,30,1181.78,2,9.16108527131783,39.3926666666667,702
2404,354,Boston,Baby,44,Bo,130,8,1698.92,8,4.79920903954802,212.365,792
2405,260,Boston,Alcohol,45,Bo,115,43,1505.22,2,5.78930769230769,35.0051162790698,700
2406,235,Colorado Springs,Shoes,50,Bo,110,15,1461.36,16,6.21855319148936,97.424,550
2407,64,Boston,Beverages,20,Bo,36,6,1026.88,8,16.045,171.146666666667,601
2408,95,Jersey,Packaged food,29,Bo,58,7,1398.3,2,14.7189473684211,199.757142857143,806
2409,64,Columbus,Baby,32,Bo,28,13,991.06,9,15.4853125,76.2353846153846,511
2410,51,Orlando,Baby,19,Nilima,28,6,837.4,8,16.4196078431373,139.566666666667,892
2411,299,Columbus,Baby,49,Veina,95,16,1639.03,4,5.48170568561873,102.439375,526
2412,84,Jersey,Baby,32,Bo,48,14,1029.08,10,12.2509523809524,73.5057142857143,544
2413,41,Boston,Bakery,27,Bo,30,6,922.34,15,22.4960975609756,153.723333333333,821
2414,496,Orlando,Frozen food,61,Bo,181,24,1934.6,1,3.90040322580645,80.6083333333333,942
2415,33,Colorado Springs,Baby,14,Bo,20,16,741.44,1,22.4678787878788,46.34,440
2416,71,Denver,Shoes,29,Nilima,35,16,884.61,1,12.4592957746479,55.288125,955
2417,141,Seattle,Frozen food,29,Bo,67,17,1429.1,3,10.1354609929078,84.0647058823529,700
2418,437,Orlando,Beverages,47,Bo,140,24,2028.65,4,4.64221967963387,84.5270833333333,929
2419,66,Columbus,Frozen food,27,Bo,40,7,928.18,1,14.0633333333333,132.597142857143,522
2420,67,Columbus,Bakery,26,Bo,39,21,1062.15,1,15.8529850746269,50.5785714285714,656
2421,410,Colorado Springs,Alcohol,58,Bo,146,18,1689.87,3,4.12163414634146,93.8816666666667,536
2422,31,Colorado Springs,Packaged food,15,Katram,22,4,751.34,5,24.2367741935484,187.835,671
2423,42,Seattle,Baby,17,Nilima,26,12,755.16,10,17.98,62.93,804
2424,43,Columbus,Beverages,12,Veina,19,17,1155.48,8,26.8716279069767,67.9694117647059,500
2426,117,Denver,Packaged food,32,Veina,70,16,1243.24,4,10.6259829059829,77.7025,672
2427,42,Colorado Springs,Alcohol,19,Nilima,30,2,785.53,72,18.7030952380952,392.765,849
2428,285,San Diego,Baby,40,Veina,78,13,1798.72,3,6.31129824561403,138.363076923077,791
2429,696,Columbus,Alcohol,58,Bo,254,63,2156.04,1,3.09775862068966,34.2228571428571,940
2430,21,Boston,Packaged food,14,Nilima,16,2,576.94,3,27.4733333333333,288.47,680
2431,133,Boston,Frozen food,34,Nilima,78,17,1197.93,1,9.00699248120301,70.4664705882353,766
2432,165,Colorado Springs,Alcohol,36,Bo,103,16,1370.5,9,8.30606060606061,85.65625,483
2433,123,Seattle,Packaged food,25,Veina,60,29,1278.92,2,10.3977235772358,44.1006896551724,641
2434,445,Orlando,Alcohol,60,Bo,151,25,1756.32,4,3.94678651685393,70.2528,563
2435,178,Boston,Alcohol,36,Nilima,87,19,1443.46,9,8.10932584269663,75.9715789473684,607
2436,68,Boston,Shoes,21,Medeia,23,16,1037.71,4,15.2604411764706,64.856875,536
2437,216,Denver,Bakery,39,Bo,74,45,1667.4,1,7.71944444444444,37.0533333333333,740
2438,224,Columbus,Frozen food,43,Bo,80,21,1597.26,1,7.130625,76.06,751
2439,274,Colorado Springs,Shoes,57,Nilima,139,21,1692.91,2,6.17850364963504,80.6147619047619,864
2440,143,Columbus,Alcohol,38,Bo,93,15,1496.77,13,10.4669230769231,99.7846666666667,442
2441,95,Columbus,Frozen food,34,Bo,65,21,1169.62,2,12.3117894736842,55.6961904761905,678
2442,231,Boston,Alcohol,45,Nilima,110,13,1406.44,2,6.08848484848485,108.187692307692,928
2443,344,Seattle,Alcohol,45,Nilima,153,21,1867.44,9,5.42860465116279,88.9257142857143,772
2444,355,Denver,Packaged food,43,Bo,138,29,1627.62,3,4.58484507042253,56.1248275862069,983
2445,170,Honolulu,Shoes,44,Bo,83,24,1139.98,2,6.70576470588235,47.4991666666667,831
2446,78,Seattle,Shoes,27,Veina,41,22,999.48,1,12.8138461538462,45.4309090909091,699
2447,177,Colorado Springs,Shoes,33,Nilima,64,16,1510.1,1,8.5316384180791,94.38125,697
2448,170,Boston,Alcohol,43,Bo,88,23,1268.63,8,7.46252941176471,55.1578260869565,694
2449,128,Columbus,Alcohol,35,Bo,81,18,1354.26,4,10.58015625,75.2366666666667,1147
2450,59,Columbus,Packaged food,26,Bo,37,17,1025.58,1,17.3827118644068,60.3282352941176,630
2451,61,Columbus,Alcohol,19,Nilima,36,5,931.17,21,15.2650819672131,186.234,799
2452,363,Seattle,Packaged food,55,Bo,175,44,1832.73,1,5.04884297520661,41.6529545454545,610
2453,197,Seattle,Frozen food,42,Nilima,110,13,1464.09,2,7.43192893401015,112.622307692308,653
2455,197,Colorado Springs,Shoes,49,Bo,109,46,1518.57,2,7.70847715736041,33.0123913043478,793
2456,121,Jersey,Baby,40,Nilima,61,15,1119.21,4,9.2496694214876,74.614,642
2457,27,Boston,Alcohol,14,Bo,15,11,981.14,5,36.3385185185185,89.1945454545454,448
2458,144,Orlando,Shoes,45,Bo,86,9,1763.99,5,12.2499305555556,195.998888888889,356
2459,74,San Diego,Clothes,24,Bo,39,8,1033.49,4,13.9660810810811,129.18625,750
2460,79,Colorado Springs,Baby,28,Veina,48,27,1212.79,3,15.3517721518987,44.9181481481481,662
2461,75,Orlando,Alcohol,30,Nilima,43,14,1018.2,5,13.576,72.7285714285714,1029
2462,86,Orlando,Shoes,29,Veina,43,16,1109.45,3,12.9005813953488,69.340625,436
2463,302,Seattle,Fresh food,46,Medeia,140,28,1753.99,2,5.80791390728477,62.6425,752
2464,102,Boston,Alcohol,25,Bo,46,13,1417.52,8,13.8972549019608,109.04,776
2465,295,Orlando,Alcohol,53,Nilima,120,26,1680.95,2,5.69813559322034,64.6519230769231,643
2466,63,Columbus,Alcohol,25,Bo,36,5,1127.28,7,17.8933333333333,225.456,522
2467,387,Orlando,Frozen food,51,Bo,149,17,1924.77,11,4.97356589147287,113.221764705882,740
2468,212,Denver,Alcohol,46,Nilima,92,17,1474.17,1,6.9536320754717,86.7158823529412,492
2469,203,Seattle,Alcohol,38,Bo,95,12,1459.41,3,7.1892118226601,121.6175,374
2470,242,San Diego,Alcohol,42,Bo,112,21,1452.98,5,6.00404958677686,69.1895238095238,727
2471,117,Orlando,Alcohol,36,Bo,66,13,1236.22,1,10.5659829059829,95.0938461538462,990
2472,276,Boston,Shoes,45,Bo,135,22,1622.15,1,5.87735507246377,73.7340909090909,696
2473,67,Orlando,Baby,27,Bo,46,4,1162.4,18,17.3492537313433,290.6,636
2474,85,Jersey,Bakery,22,Veina,30,32,1601.12,6,18.8367058823529,50.035,617
2475,40,Jersey,Alcohol,19,Veina,34,8,751.9,10,18.7975,93.9875,684
2476,281,Seattle,Shoes,52,Bo,136,30,1728.49,1,6.15120996441281,57.6163333333333,766
2477,181,Boston,Baby,30,Veina,104,13,1354.17,5,7.48160220994475,104.166923076923,521
2478,87,Denver,Frozen food,28,Nilima,62,10,1048.77,24,12.0548275862069,104.877,470
2479,235,Columbus,Fresh food,37,Bo,89,30,1395.17,2,5.93689361702128,46.5056666666667,687
2480,83,Denver,Baby,35,Nilima,65,7,1068.17,2,12.8695180722892,152.595714285714,1199
2481,224,Columbus,Alcohol,47,Bo,113,21,1492.36,3,6.66232142857143,71.0647619047619,675
2482,228,Jersey,Baby,48,Veina,90,27,1419.65,1,6.2265350877193,52.5796296296296,911
2483,88,Seattle,Shoes,29,Bo,40,27,972.86,3,11.0552272727273,36.0318518518519,643
2484,32,Denver,Shoes,17,Bo,22,3,761.15,33,23.7859375,253.716666666667,599
2485,137,Jersey,Shoes,38,Moone,64,36,1075.47,2,7.85014598540146,29.8741666666667,828
2486,113,Colorado Springs,Shoes,34,Nilima,57,20,1369.06,3,12.1155752212389,68.453,605
2487,136,Orlando,Baby,32,Bo,64,17,1058.81,5,7.78536764705882,62.2829411764706,826
2488,20,San Diego,Baby,17,Nilima,18,2,711.79,17,35.5895,355.895,848
2489,245,Seattle,Shoes,50,Bo,131,11,1703.24,4,6.952,154.84,779
2490,198,San Diego,Frozen food,40,Nilima,94,23,1511.74,2,7.63505050505051,65.7278260869565,811
2491,214,Boston,Clothes,42,Nilima,117,10,1154.55,3,5.39509345794392,115.455,719
2492,174,Boston,Alcohol,52,Bo,106,12,1340.49,1,7.70396551724138,111.7075,933
2493,165,Orlando,Shoes,36,Nilima,77,36,1265.75,1,7.67121212121212,35.1597222222222,612
2495,89,Seattle,Bakery,28,Bo,54,18,1193.63,3,13.4115730337079,66.3127777777778,784
2496,80,Columbus,Alcohol,28,Bo,32,18,936.54,1,11.70675,52.03,577
2498,144,Seattle,Bakery,33,Bo,77,18,1462.5,9,10.15625,81.25,647
2499,375,Columbus,Shoes,64,Nilima,162,52,1803.77,4,4.81005333333333,34.6878846153846,576
2500,59,Orlando,Frozen food,21,Bo,32,13,961.09,17,16.2896610169492,73.93,390
2501,258,Seattle,Shoes,49,Bo,97,22,1521.19,3,5.89608527131783,69.145,417
2502,138,Colorado Springs,Baby,38,Bo,68,13,1591.35,5,11.5315217391304,122.411538461538,788
2503,60,Columbus,Baby,21,Nilima,32,12,883.63,5,14.7271666666667,73.6358333333333,698
2504,236,Boston,Alcohol,52,Bo,91,12,1560.83,5,6.61368644067797,130.069166666667,477
2505,225,Columbus,Shoes,46,Bo,97,11,1566.7,6,6.96311111111111,142.427272727273,828
2506,341,Seattle,Frozen food,58,Bo,158,33,1736.52,4,5.09243401759531,52.6218181818182,695
2507,292,Boston,Alcohol,52,Nilima,113,15,1622.21,4,5.55551369863014,108.147333333333,599
2508,136,Columbus,Clothes,39,Bo,61,31,1191.39,2,8.7602205882353,38.431935483871,808
2509,93,Seattle,Frozen food,32,Bo,52,9,1062.8,1,11.4279569892473,118.088888888889,713
2510,151,Honolulu,Baby,34,Akar,75,33,1241.94,1,8.22476821192053,37.6345454545455,780
2511,172,Seattle,Pets,39,Bo,74,5,1432.88,16,8.33069767441861,286.576,418
2512,125,Denver,Frozen food,22,Medeia,41,8,1425,6,11.4,178.125,943
2513,613,Columbus,Shoes,60,Bo,203,52,1981.32,4,3.23216965742251,38.1023076923077,609
2514,130,Orlando,Packaged food,34,Bo,83,18,1348.71,13,10.3746923076923,74.9283333333333,544
2515,104,Orlando,Alcohol,30,Bo,63,5,1183.17,18,11.3766346153846,236.634,676
2516,201,Boston,Frozen food,41,Bo,89,11,1561.89,20,7.77059701492537,141.99,208
2517,49,Colorado Springs,Baby,22,Alekto,34,9,912.32,1,18.6187755102041,101.368888888889,912
2518,132,Seattle,Baby,41,Bo,76,14,1257.06,6,9.52318181818182,89.79,257
2519,207,Columbus,Shoes,52,Bo,107,22,1385.92,3,6.69526570048309,62.9963636363636,902
2520,562,Boston,Alcohol,59,Bo,211,50,2117.73,1,3.76820284697509,42.3546,751
2521,69,Seattle,Frozen food,29,Akar,38,14,1041.82,4,15.0988405797101,74.4157142857143,857
2522,409,Boston,Alcohol,52,Bo,170,23,1552.29,5,3.79533007334963,67.4908695652174,592
2523,32,Colorado Springs,Shoes,16,Veina,23,6,905.38,5,28.293125,150.896666666667,635
2524,52,Seattle,Shoes,21,Nilima,32,10,1026.15,3,19.7336538461538,102.615,556
2525,25,Colorado Springs,Bakery,16,Nilima,21,6,677.13,18,27.0852,112.855,672
2526,55,Seattle,Pets,17,Bo,33,2,1116.41,16,20.2983636363636,558.205,638
2527,147,Denver,Alcohol,42,Bo,87,8,1213.96,1,8.25823129251701,151.745,734
2528,393,Orlando,Alcohol,51,Bo,143,24,1800.68,5,4.58188295165394,75.0283333333333,620
2529,206,Honolulu,Shoes,36,Bo,76,15,1364,4,6.62135922330097,90.9333333333333,466
2530,303,Orlando,Alcohol,55,Bo,141,50,1573.47,3,5.1929702970297,31.4694,822
2531,158,Seattle,Bakery,36,Bo,88,26,1762.88,1,11.1574683544304,67.8030769230769,1029
2532,313,Denver,Alcohol,53,Bo,110,21,1815.68,2,5.8008945686901,86.4609523809524,606
2533,41,Columbus,Baby,21,Nilima,32,7,763.67,1,18.6260975609756,109.095714285714,764
2534,501,Seattle,Bakery,55,Bo,170,63,1991.5,2,3.9750499001996,31.6111111111111,743
2535,143,Colorado Springs,Shoes,43,Bo,79,25,1260.85,4,8.81713286713287,50.434,624
2536,304,Seattle,Alcohol,42,Bo,98,12,1580.05,2,5.19753289473684,131.670833333333,806
2538,238,Seattle,Bakery,36,Bo,114,14,1459.54,2,6.13252100840336,104.252857142857,755
2540,41,Seattle,Alcohol,20,Nilima,29,9,810.85,3,19.7768292682927,90.0944444444444,584
2541,267,Orlando,Alcohol,42,Bo,114,15,1396.05,6,5.22865168539326,93.07,623
2542,311,Seattle,Shoes,41,Veina,124,23,1629.42,4,5.23929260450161,70.844347826087,752
2543,167,Columbus,Shoes,37,Bo,65,20,1304.84,4,7.81341317365269,65.242,690
2544,287,Boston,Clothes,41,Nilima,99,16,1534.18,4,5.34557491289199,95.88625,600
2545,92,Colorado Springs,Baby,33,Moone,53,5,1118.23,9,12.1546739130435,223.646,802
2546,304,Columbus,Alcohol,55,Bo,118,36,1547.73,1,5.09121710526316,42.9925,752
2547,373,San Diego,Pets,40,Bo,88,12,1697.56,4,4.55109919571046,141.463333333333,854
2548,131,Orlando,Packaged food,38,Bo,64,13,1138.51,6,8.69091603053435,87.5776923076923,808
2549,239,Denver,Shoes,44,Bo,79,13,1386.54,5,5.80142259414226,106.656923076923,567
2550,518,Boston,Alcohol,48,Bo,147,26,1973.15,1,3.80916988416988,75.8903846153846,700
2551,124,Colorado Springs,Frozen food,33,Bo,76,26,1202.37,2,9.69653225806452,46.245,570
2552,40,Jersey,Alcohol,21,Bo,24,4,792.43,10,19.81075,198.1075,513
2553,260,Denver,Alcohol,47,Bo,98,20,1533.95,9,5.89980769230769,76.6975,649
2554,272,Seattle,Alcohol,49,Bo,110,23,1462.06,13,5.37522058823529,63.5678260869565,577
2555,57,Columbus,Packaged food,19,Bo,29,14,921.97,7,16.1749122807018,65.855,660
2556,98,Boston,Bakery,30,Bo,62,14,1129.46,4,11.5251020408163,80.6757142857143,624
2557,38,Colorado Springs,Packaged food,20,Bo,23,4,778.37,27,20.4834210526316,194.5925,515
2558,225,Seattle,Frozen food,43,Bo,98,47,1604.9,3,7.13288888888889,34.1468085106383,575
2559,26,San Diego,Baby,18,Veina,23,8,684.68,8,26.3338461538462,85.585,530
2560,414,Orlando,Beverages,47,Bo,139,20,1985.35,4,4.79553140096618,99.2675,535
2561,92,Columbus,Baby,28,Nilima,54,27,1017.33,2,11.0579347826087,37.6788888888889,629
2562,348,Orlando,Shoes,54,Bo,153,9,1595.39,1,4.58445402298851,177.265555555556,619
2563,151,Boston,Alcohol,38,Bo,67,7,1189.92,6,7.88026490066225,169.988571428571,660
2564,92,Columbus,Alcohol,26,Nilima,45,19,1083.32,6,11.7752173913043,57.0168421052632,619
2565,92,Columbus,Alcohol,35,Bo,50,13,1109.12,9,12.055652173913,85.3169230769231,372
2566,112,Seattle,Shoes,31,Nilima,56,27,1172.1,9,10.4651785714286,43.4111111111111,691
2567,121,Orlando,Alcohol,33,Bo,73,8,1214.83,9,10.0399173553719,151.85375,616
2568,60,Denver,Baby,25,Akar,40,7,954.79,3,15.9131666666667,136.398571428571,904
2569,269,Columbus,Alcohol,48,Bo,129,34,1811.82,3,6.73539033457249,53.2888235294118,789
2570,225,Seattle,Alcohol,42,Bo,116,32,1568.95,4,6.97311111111111,49.0296875,954
2571,227,Columbus,Alcohol,47,Bo,95,14,1490.79,13,6.56735682819383,106.485,715
2573,202,Seattle,Baby,43,Bo,90,29,1557.62,2,7.7109900990099,53.7110344827586,1015
2574,264,Honolulu,Shoes,50,Nilima,101,39,1648.55,4,6.24450757575758,42.2705128205128,571
2575,257,Seattle,Baby,44,Bo,98,12,1595.35,3,6.20758754863813,132.945833333333,739
2576,316,Seattle,Alcohol,55,Bo,127,19,1514.69,1,4.79332278481013,79.7205263157895,604
2577,68,Boston,Baby,24,Veina,38,8,1031.37,10,15.1672058823529,128.92125,424
2578,163,Seattle,Bakery,43,Bo,93,10,1362.57,24,8.35932515337423,136.257,631
2579,157,Seattle,Clothes,40,Bo,64,13,1193.08,1,7.59923566878981,91.7753846153846,607
2580,384,Orlando,Shoes,48,Bo,140,35,2363.95,2,6.15611979166667,67.5414285714286,826
2581,68,Orlando,Baby,15,Veina,26,13,1018.45,1,14.9772058823529,78.3423076923077,660
2582,88,Orlando,Baby,29,Veina,57,12,1078.88,8,12.26,89.9066666666667,630
2583,418,Boston,Clothes,54,Bo,152,13,2093.65,5,5.00873205741627,161.05,929
2584,237,Orlando,Alcohol,47,Bo,110,17,1452.54,5,6.12886075949367,85.4435294117647,630
2585,252,Seattle,Bakery,44,Bo,117,18,1591.18,3,6.31420634920635,88.3988888888889,704
2586,122,Seattle,Alcohol,33,Bo,65,17,1180.67,3,9.67762295081967,69.4511764705882,623
2588,330,Columbus,Shoes,47,Bo,102,27,1709.1,1,5.17909090909091,63.3,630
2589,223,Boston,Baby,42,Bo,86,25,1512.05,3,6.7804932735426,60.482,655
2590,40,Colorado Springs,Packaged food,21,Alekto,34,11,998.73,2,24.96825,90.7936363636364,817
2591,216,Boston,Baby,40,Nilima,81,16,1322.85,3,6.12430555555556,82.678125,625
2592,263,Orlando,Alcohol,40,Nilima,109,24,1540.92,4,5.85901140684411,64.205,422
2593,79,Seattle,Baby,27,Bo,43,26,1176.42,3,14.8913924050633,45.2469230769231,738
2594,309,Columbus,Clothes,51,Bo,117,10,1453.16,10,4.70278317152104,145.316,766
2595,287,Denver,Alcohol,49,Bo,123,38,1719.9,1,5.99268292682927,45.2605263157895,1048
2596,187,Columbus,Alcohol,44,Bo,104,19,1577.04,3,8.43336898395722,83.0021052631579,894
2597,419,Colorado Springs,Bakery,50,Bo,146,56,1994.75,1,4.76073985680191,35.6205357142857,754
2598,31,Columbus,Baby,14,Bo,16,12,854.27,27,27.5570967741935,71.1891666666667,492
2599,310,Boston,Bakery,47,Bo,113,45,1644.75,4,5.30564516129032,36.55,566
2600,177,Boston,Alcohol,39,Veina,83,34,1428.23,3,8.06909604519774,42.0067647058824,374
2601,54,Seattle,Alcohol,24,Bo,38,13,1010.58,13,18.7144444444444,77.7369230769231,631
2602,46,Seattle,Baby,26,Bo,30,7,810.22,5,17.6134782608696,115.745714285714,962
2603,162,Seattle,Bakery,32,Bo,57,29,1322.61,1,8.16425925925926,45.6072413793103,704
2604,816,Seattle,Frozen food,63,Bo,187,65,2286.12,1,2.80161764705882,35.1710769230769,933
2605,129,Boston,Shoes,34,Veina,65,18,1267.39,6,9.82472868217054,70.4105555555556,561
2606,743,Seattle,Alcohol,55,Bo,167,15,1932.33,5,2.6007133243607,128.822,570
2607,90,Columbus,Beverages,35,Bo,60,11,1203.89,12,13.3765555555556,109.444545454545,840
2608,367,Colorado Springs,Alcohol,50,Bo,139,39,1678.07,1,4.57239782016349,43.0274358974359,704
2609,152,Orlando,Alcohol,34,Medeia,86,11,1268.58,10,8.34592105263158,115.325454545455,670
2610,239,Columbus,Fresh food,40,Bo,103,14,1548.19,2,6.47778242677824,110.585,673
2611,435,Seattle,Frozen food,53,Bo,173,29,1714.98,1,3.94248275862069,59.1372413793103,900
2612,139,Orlando,Baby,34,Nilima,52,18,1268.93,4,9.1289928057554,70.4961111111111,552
2613,491,Orlando,Alcohol,59,Bo,172,51,1828.9,1,3.72484725050916,35.8607843137255,844
2614,126,Denver,Packaged food,38,Bo,57,28,1226.56,5,9.73460317460317,43.8057142857143,726
2615,133,Honolulu,Fresh food,38,Nilima,71,27,1141.88,1,8.58556390977444,42.2918518518519,705
2616,536,Orlando,Alcohol,61,Bo,202,35,2008.43,2,3.74707089552239,57.3837142857143,727
2618,130,Orlando,Packaged food,30,Nilima,68,18,1435.59,16,11.043,79.755,519
2619,269,Seattle,Alcohol,45,Nilima,131,35,1557.36,1,5.78944237918216,44.496,652
2620,140,Seattle,Alcohol,34,Bo,83,11,1128.03,14,8.05735714285714,102.548181818182,689
