id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,salesThisMon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
2759,458,Denver,Beverages,58,Bo,201,41,2008.2,977.75,3,4.38471615720524,48.9804878048781,501
2760,211,Jersey,Frozen food,49,Bo,100,19,1421.14,614.76,6,6.73526066350711,74.7968421052632,402
2761,41,Columbus,Packaged food,24,Veina,34,5,1064.66,552.68,1,25.9673170731707,212.932,583
2762,391,Seattle,Baby,57,Medeia,202,23,1903.2,901.86,4,4.86751918158568,82.7478260869565,704
2763,32,Colorado Springs,Alcohol,19,Bo,19,8,633.67,336.34,1,19.8021875,79.20875,806
2764,321,Honolulu,Beverages,54,Bo,157,26,1657.65,774.57,4,5.16401869158878,63.7557692307692,540
2765,97,Columbus,Beverages,31,Bo,54,6,1552.52,310.69,1,16.0053608247423,258.753333333333,275
2766,337,Seattle,Alcohol,50,Bo,128,21,1547.16,661.98,3,4.59097922848665,73.6742857142857,649
2767,51,Seattle,Pets,21,Bo,36,10,939.01,325.6,4,18.4119607843137,93.901,508
2769,785,Boston,Shoes,68,Bo,294,64,2305.61,863.58,2,2.93708280254777,36.02515625,460
2770,330,Denver,Alcohol,48,Bo,104,13,1658.28,823.76,6,5.02509090909091,127.56,563
2772,161,San Diego,Shoes,37,Nilima,93,14,1295.38,455.75,1,8.04583850931677,92.5271428571429,260
2773,194,Colorado Springs,Frozen food,45,Bo,113,29,1486.26,696.16,7,7.66113402061856,51.2503448275862,598
2774,164,Colorado Springs,Frozen food,33,Moone,69,17,1255.11,619.85,2,7.65310975609756,73.83,671
2775,228,Columbus,Shoes,48,Bo,106,21,1525.2,709.31,3,6.68947368421053,72.6285714285714,450
2776,137,Seattle,Shoes,34,Nilima,76,27,1212.98,545.01,4,8.85386861313869,44.9251851851852,637
2777,617,Jersey,Packaged food,57,Veina,175,49,2097.82,1100.49,3,3.40003241491086,42.8126530612245,588
2778,223,Seattle,Frozen food,44,Bo,107,32,1356.71,693.2,7,6.08390134529148,42.3971875,738
2779,194,Seattle,Alcohol,47,Bo,110,8,1502.77,804.09,16,7.74623711340206,187.84625,814
2780,113,Seattle,Alcohol,28,Bo,68,14,1248.87,431.08,22,11.0519469026549,89.205,712
2781,463,Honolulu,Shoes,52,Bo,143,39,1762.15,832.94,1,3.80593952483801,45.1833333333333,729
2782,172,Columbus,Shoes,43,Bo,72,23,1390.78,666.44,1,8.08593023255814,60.4686956521739,716
2783,149,Boston,Alcohol,36,Bo,82,19,1248.43,441.04,6,8.37872483221476,65.7068421052632,429
2784,345,Denver,Alcohol,54,Bo,152,8,1470.86,530.92,9,4.26336231884058,183.8575,497
2785,230,Honolulu,Shoes,51,Bo,146,13,1448.08,458.17,4,6.296,111.390769230769,331
2786,87,Boston,Baby,26,Alekto,57,17,1325.77,675.86,3,15.2387356321839,77.9864705882353,781
2787,7,Columbus,Shoes,3,Nilima,6,3,461.54,287.93,39,65.9342857142857,153.846666666667,532
2788,256,Orlando,Baby,45,Bo,115,26,1699.95,682.04,2,6.6404296875,65.3826923076923,726
2789,62,Denver,Alcohol,25,Bo,38,17,990.88,534.72,3,15.981935483871,58.2870588235294,730
2790,62,Colorado Springs,Baby,23,Moone,35,12,1008.57,550.36,5,16.2672580645161,84.0475,667
2791,31,Jersey,Baby,15,Bo,25,6,784.64,526.34,27,25.3109677419355,130.773333333333,816
2792,9,Columbus,Shoes,8,Veina,8,5,476.81,338.51,2,52.9788888888889,95.362,782
2793,32,Jersey,Pets,16,Nilima,20,7,756.94,508.65,12,23.654375,108.134285714286,779
2794,119,Columbus,Baby,37,Bo,56,10,1210.3,458.06,19,10.1705882352941,121.03,728
2795,80,Columbus,Alcohol,26,Bo,54,24,1063.88,424.55,4,13.2985,44.3283333333333,534
2796,240,San Diego,Alcohol,51,Bo,122,9,1534.38,729.31,13,6.39325,170.486666666667,704
2797,107,Colorado Springs,Shoes,36,Nilima,62,18,1076.34,380.62,6,10.0592523364486,59.7966666666667,522
2798,189,Seattle,Alcohol,45,Bo,99,10,1358.26,524.22,12,7.18656084656085,135.826,814
2799,322,Columbus,Pets,56,Bo,128,34,1630.75,600.99,3,5.06444099378882,47.9632352941176,687
2800,81,Columbus,Baby,37,Bo,49,9,1084.71,513.51,2,13.3914814814815,120.523333333333,718
2801,107,Boston,Frozen food,29,Bo,59,14,1249.96,551.92,19,11.6818691588785,89.2828571428571,761
2802,7,Colorado Springs,Shoes,6,Nilima,6,3,385.92,372.17,9,55.1314285714286,128.64,728
2803,36,Columbus,Alcohol,19,Medeia,28,4,855.76,681.11,10,23.7711111111111,213.94,866
2804,152,Seattle,Frozen food,30,Bo,60,20,1366.98,655.74,4,8.99328947368421,68.349,527
2805,352,Honolulu,Alcohol,54,Bo,132,32,1671.33,935.55,1,4.74809659090909,52.2290625,809
2806,221,Orlando,Alcohol,48,Bo,103,14,1361.01,608.15,9,6.15841628959276,97.215,535
2807,274,San Diego,Alcohol,45,Bo,161,20,1681.71,668.03,6,6.13762773722628,84.0855,615
2808,79,Seattle,Bakery,30,Nilima,48,15,1191.37,684.57,13,15.0806329113924,79.4246666666667,985
2809,53,Colorado Springs,Packaged food,20,Katram,34,21,860.04,251.72,1,16.2271698113208,40.9542857142857,514
2810,203,Boston,Frozen food,35,Nilima,68,23,1376.77,401.16,4,6.78211822660098,59.8595652173913,454
2811,44,Seattle,Baby,18,Veina,27,8,829.2,353.41,12,18.8454545454545,103.65,420
2812,156,Columbus,Baby,37,Bo,68,12,1344.92,555.58,4,8.62128205128205,112.076666666667,633
2813,144,Columbus,Shoes,43,Bo,67,25,1291.14,633.57,2,8.96625,51.6456,599
2814,52,Colorado Springs,Frozen food,19,Bo,32,7,895.67,380.09,2,17.2244230769231,127.952857142857,633
2815,167,Orlando,Packaged food,46,Bo,81,31,1462.14,648.34,4,8.75532934131737,47.1658064516129,681
2816,241,Columbus,Frozen food,46,Medeia,92,25,1763.73,785.69,2,7.31838174273859,70.5492,745
2817,185,Columbus,Shoes,42,Nilima,84,29,1542.32,537.48,2,8.33686486486486,53.1834482758621,462
2818,340,Colorado Springs,Alcohol,51,Bo,95,26,1608.78,811.23,3,4.73170588235294,61.8761538461538,668
2819,74,Columbus,Bakery,24,Nilima,52,19,1034.03,640.88,12,13.9733783783784,54.4226315789474,1037
2820,533,Colorado Springs,Bakery,53,Bo,200,70,2033.73,787.51,2,3.81562851782364,29.0532857142857,439
2821,91,Columbus,Packaged food,31,Bo,48,18,1062.03,359.21,3,11.6706593406593,59.0016666666667,366
2822,162,Columbus,Packaged food,36,Katram,90,12,1475.32,556.04,4,9.10691358024691,122.943333333333,652
2823,347,Orlando,Alcohol,53,Bo,150,23,1843.66,863.36,3,5.31314121037464,80.1591304347826,677
2824,142,Seattle,Frozen food,34,Nilima,67,11,1166.92,452.51,28,8.21774647887324,106.083636363636,492
2825,138,Jersey,Alcohol,35,Bo,79,11,1232.3,660.03,5,8.92971014492754,112.027272727273,870
2826,78,Seattle,Alcohol,25,Nilima,59,9,1116.7,559.73,16,14.3166666666667,124.077777777778,731
2827,199,Boston,Baby,31,Bo,63,23,1101.54,158.74,17,5.53537688442211,47.8930434782609,92
2828,181,Colorado Springs,Baby,44,Bo,87,33,1374.43,598,3,7.59353591160221,41.6493939393939,658
2829,241,Columbus,Baby,40,Bo,103,30,1586.97,809.86,3,6.5849377593361,52.899,795
2830,160,Orlando,Alcohol,40,Bo,94,25,1243.85,470.97,1,7.7740625,49.754,655
2831,299,Honolulu,Frozen food,46,Bo,111,18,1561.2,713.6,10,5.22140468227425,86.7333333333333,633
2832,51,Columbus,Alcohol,27,Bo,35,7,985.33,380.78,23,19.3201960784314,140.761428571429,713
2833,60,Columbus,Packaged food,32,Veina,41,16,1047.85,418.66,1,17.4641666666667,65.490625,673
2834,162,Colorado Springs,Shoes,42,Bo,92,24,1423.82,928.31,2,8.78901234567901,59.3258333333333,934
2835,262,Boston,Alcohol,53,Bo,126,39,1657.3,724.68,1,6.32557251908397,42.4948717948718,697
2836,136,Boston,Shoes,40,Nilima,85,45,1486,499.79,1,10.9264705882353,33.0222222222222,444
2837,90,Denver,Shoes,32,Bo,53,28,1031.21,497.97,2,11.4578888888889,36.8289285714286,747
2838,47,Seattle,Pets,23,Bo,37,9,909.59,577.8,33,19.3529787234043,101.065555555556,554
2839,92,San Diego,Baby,29,Veina,39,26,1075.72,426.72,1,11.6926086956522,41.3738461538462,532
2840,396,Seattle,Alcohol,55,Bo,160,29,1809.62,993.52,1,4.56974747474747,62.4006896551724,806
2841,209,Seattle,Alcohol,33,Bo,78,25,1596.64,684,4,7.63942583732057,63.8656,612
2842,414,San Diego,Fresh food,46,Bo,163,29,1671.64,710.95,1,4.03777777777778,57.6427586206897,485
2843,228,Colorado Springs,Frozen food,34,Bo,93,14,1671.28,728.21,2,7.33017543859649,119.377142857143,421
2844,154,San Diego,Alcohol,42,Bo,86,13,1290.88,454.84,16,8.38233766233766,99.2984615384616,499
2846,174,Boston,Alcohol,35,Bo,77,29,1355.61,644.47,3,7.79086206896552,46.7451724137931,683
2847,93,San Diego,Frozen food,25,Bo,38,8,1237.31,658.22,9,13.3044086021505,154.66375,705
2848,269,Honolulu,Shoes,58,Bo,135,33,1454.96,713.8,3,5.40877323420074,44.089696969697,721
2849,36,Columbus,Clothes,18,Veina,19,5,906.43,630.27,35,25.1786111111111,181.286,540
2850,47,Seattle,Baby,19,Bo,29,11,877.89,519.05,1,18.6785106382979,79.8081818181818,836
2851,283,Colorado Springs,Shoes,46,Medeia,123,17,1583.47,725.87,4,5.59530035335689,93.1452941176471,689
2852,201,Boston,Clothes,45,Tanvi,92,16,1462.34,784.39,1,7.27532338308458,91.39625,679
2853,116,Orlando,Alcohol,31,Bo,75,11,1190.61,566.54,11,10.2638793103448,108.237272727273,582
2854,295,Columbus,Alcohol,45,Bo,111,17,1586.13,611.73,1,5.37671186440678,93.3017647058824,620
2855,134,Orlando,Alcohol,33,Bo,83,19,1241.14,275.72,1,9.26223880597015,65.3231578947369,298
2856,45,Boston,Alcohol,18,Veina,32,9,784.09,350.26,2,17.4242222222222,87.1211111111111,702
2857,225,Orlando,Frozen food,52,Bo,106,30,1579.2,813.58,1,7.01866666666667,52.64,838
2859,278,Seattle,Shoes,53,Bo,133,33,1703.45,871.3,1,6.12751798561151,51.619696969697,873
2860,129,Seattle,Shoes,31,Bo,63,14,1215.22,552.24,2,9.42031007751938,86.8014285714286,643
2861,693,Seattle,Alcohol,62,Bo,227,31,2011.3,828.94,2,2.9023088023088,64.8806451612903,676
2862,40,Denver,Shoes,13,Nilima,22,9,801.85,470.12,25,20.04625,89.0944444444444,575
2863,122,Columbus,Alcohol,32,Bo,58,13,1108.91,0,8,9.0894262295082,85.3007692307692,291
2864,119,Orlando,Alcohol,34,Veina,62,8,1262.92,673.91,14,10.6127731092437,157.865,702
2866,123,Denver,Shoes,37,Nilima,52,18,1240.27,639.52,2,10.0834959349594,68.9038888888889,696
2867,18,Columbus,Baby,11,Akar,13,5,615.44,516.94,8,34.1911111111111,123.088,738
2868,121,Jersey,Alcohol,30,Veina,66,30,1245.3,528.41,1,10.2917355371901,41.51,853
2869,308,Boston,Clothes,48,Bo,119,23,1642.07,774.87,3,5.3313961038961,71.394347826087,722
2870,73,Boston,Baby,33,Veina,55,8,1328.21,678.39,21,18.1946575342466,166.02625,762
2871,252,Columbus,Alcohol,37,Bo,103,29,1494.06,788.8,2,5.92880952380952,51.5193103448276,857
2872,66,Colorado Springs,Beverages,25,Bo,46,14,1070.97,593.49,9,16.2268181818182,76.4978571428571,727
2873,99,Columbus,Alcohol,29,Nilima,49,31,1154.8,560.7,2,11.6646464646465,37.2516129032258,604
2874,34,Columbus,Alcohol,13,Veina,23,9,899.97,408.03,1,26.4697058823529,99.9966666666667,605
2875,69,Orlando,Pets,33,Nilima,50,20,979.86,501.79,4,14.2008695652174,48.993,680
2876,486,Denver,Alcohol,57,Bo,120,25,1661.77,714.68,1,3.41927983539095,66.4708,728
2877,36,Colorado Springs,Shoes,19,Nilima,24,8,721.84,345.72,2,20.0511111111111,90.23,353
2878,217,Seattle,Shoes,50,Bo,108,21,1370.78,516.47,2,6.31695852534562,65.2752380952381,535
2879,36,Denver,Baby,18,Bo,30,4,788.18,678.5,4,21.8938888888889,197.045,1026
2880,204,Boston,Pets,41,Bo,67,13,1273.19,522.16,3,6.24112745098039,97.9376923076923,555
2881,253,Honolulu,Shoes,44,Bo,123,40,1436.94,727.37,2,5.679604743083,35.9235,648
2882,216,Columbus,Baby,41,Bo,85,34,1342.98,580.63,2,6.2175,39.4994117647059,612
2883,331,Boston,Frozen food,46,Bo,139,16,1635.48,734.12,7,4.94102719033233,102.2175,499
2884,144,San Diego,Packaged food,31,Bo,73,12,1471.63,670.52,2,10.2196527777778,122.635833333333,728
2885,186,Columbus,Alcohol,42,Nilima,88,14,1441.63,635.96,4,7.75069892473118,102.973571428571,649
2886,96,Columbus,Baby,27,Veina,54,27,1058.89,556.94,2,11.0301041666667,39.2181481481482,630
2887,72,Boston,Packaged food,24,Veina,44,5,1135.7,527.32,12,15.7736111111111,227.14,618
2888,110,Colorado Springs,Frozen food,33,Bo,61,15,1237.24,457.09,1,11.2476363636364,82.4826666666667,750
2889,432,Jersey,Packaged food,51,Veina,142,51,1805.9,822.99,1,4.18032407407407,35.4098039215686,595
2890,195,Jersey,Alcohol,50,Bo,104,26,1344.68,659.85,2,6.89579487179487,51.7184615384615,692
2891,58,Columbus,Fresh food,21,Bo,39,14,970.99,451.91,5,16.7412068965517,69.3564285714286,594
2892,97,San Diego,Baby,31,Veina,60,5,1149.36,433.42,16,11.8490721649485,229.872,624
2894,322,Orlando,Alcohol,57,Nilima,138,28,1708.57,706.7,3,5.30611801242236,61.0203571428571,529
2895,360,Boston,Shoes,62,Bo,193,41,1823.7,721.27,3,5.06583333333333,44.4804878048781,792
2896,384,Denver,Baby,52,Bo,156,28,1698.19,863.95,1,4.42236979166667,60.6496428571429,928
2897,89,Columbus,Shoes,18,Nilima,41,14,1109.54,537.84,8,12.4667415730337,79.2528571428571,585
2898,267,Seattle,Bakery,47,Bo,128,42,1656.57,867.09,1,6.20438202247191,39.4421428571429,793
2899,212,Orlando,Alcohol,45,Bo,108,20,1355.58,695.57,4,6.39424528301887,67.779,648
2900,192,Boston,Frozen food,39,Bo,103,40,1549.97,832.86,3,8.07276041666667,38.74925,875
2901,219,Boston,Baby,54,Bo,113,9,1550.24,796.14,6,7.07872146118721,172.248888888889,696
2902,179,Colorado Springs,Alcohol,43,Bo,84,26,1366.02,611,2,7.63139664804469,52.5392307692308,708
2903,65,Columbus,Shoes,24,Bo,30,16,900.97,614.33,15,13.8610769230769,56.310625,756
2904,298,Seattle,Baby,54,Bo,131,29,1723.36,753.4,1,5.78308724832215,59.4262068965517,703
2905,152,Seattle,Baby,31,Bo,48,28,1764.47,852.05,2,11.6083552631579,63.0167857142857,1051
2907,33,Seattle,Alcohol,17,Veina,22,15,821.49,524.4,1,24.8936363636364,54.766,843
2909,115,Orlando,Alcohol,33,Bo,57,13,1243.02,611.87,4,10.8088695652174,95.6169230769231,699
2910,241,Columbus,Baby,39,Bo,98,30,1370.21,733.62,7,5.68551867219917,45.6736666666667,726
2911,186,Seattle,Frozen food,38,Bo,65,17,1368.56,632.14,2,7.35784946236559,80.5035294117647,739
2912,83,Jersey,Frozen food,24,Akar,43,11,1288.02,495.45,2,15.518313253012,117.092727272727,430
2913,162,Orlando,Packaged food,44,Bo,80,27,1317.53,567.93,12,8.1329012345679,48.7974074074074,587
2914,231,Colorado Springs,Baby,44,Nilima,87,14,1377.71,518.78,3,5.96411255411255,98.4078571428571,629
2915,198,San Diego,Bakery,45,Bo,107,14,1635.73,640.44,3,8.26126262626263,116.837857142857,559
2916,355,Orlando,Alcohol,51,Bo,165,16,1710.93,806.74,15,4.81952112676056,106.933125,448
2917,178,Seattle,Baby,45,Bo,102,13,1372.98,732.56,9,7.71337078651685,105.613846153846,681
2918,303,Boston,Shoes,48,Bo,127,47,1713.68,622.02,1,5.6557095709571,36.4612765957447,572
2920,30,Columbus,Shoes,17,Veina,23,5,864.24,563.52,24,28.808,172.848,611
2921,327,Seattle,Frozen food,46,Bo,125,57,1759.54,754.61,5,5.38085626911315,30.8691228070175,647
2922,167,Honolulu,Baby,46,Veina,112,23,1345.79,591.17,8,8.05862275449102,58.5126086956522,539
2924,65,Colorado Springs,Packaged food,23,Bo,41,12,846.43,88.37,6,13.022,70.5358333333333,374
2925,138,Boston,Bakery,42,Bo,89,19,1309.34,529.61,2,9.48797101449275,68.9126315789474,589
2927,113,Seattle,Bakery,34,Nilima,63,23,1281.74,516.86,3,11.3428318584071,55.7278260869565,570
2928,167,Boston,Shoes,40,Bo,83,8,1386.31,640.33,7,8.30125748502994,173.28875,573
2929,216,Honolulu,Baby,35,Nilima,65,32,1362.13,586.5,1,6.30615740740741,42.5665625,620
2930,80,Seattle,Packaged food,26,Veina,55,6,1030.79,518.84,5,12.884875,171.798333333333,795
2931,166,Columbus,Alcohol,32,Nilima,53,20,1395.69,649.17,3,8.40777108433735,69.7845,608
2932,248,Denver,Pets,38,Bo,55,30,1661.47,788.52,4,6.69947580645161,55.3823333333333,735
2933,203,Seattle,Alcohol,47,Bo,103,17,1452.39,559.11,1,7.15463054187192,85.4347058823529,491
2934,157,Seattle,Shoes,29,Nilima,56,18,1425.35,509.29,2,9.07866242038216,79.1861111111111,570
2935,315,Boston,Alcohol,46,Bo,102,16,1484.91,584.4,2,4.714,92.806875,476
2936,93,Jersey,Alcohol,31,Bo,51,16,1130.48,455.57,15,12.1556989247312,70.655,476
2937,79,Seattle,Baby,24,Nilima,37,26,993.89,571.19,2,12.5808860759494,38.2265384615385,922
2938,254,Jersey,Beverages,41,Nilima,114,24,1539.28,712.2,2,6.06015748031496,64.1366666666667,569
2940,362,Boston,Baby,50,Medeia,140,27,1932.12,865.37,9,5.33734806629834,71.56,722
2941,354,Boston,Shoes,51,Veina,136,33,1787.4,886.89,2,5.04915254237288,54.1636363636364,745
2942,201,Seattle,Alcohol,50,Bo,120,18,1437.32,509.83,6,7.15084577114428,79.8511111111111,404
2943,334,Colorado Springs,Packaged food,51,Bo,121,27,1865.81,717.34,7,5.58625748502994,69.1040740740741,445
2944,218,Columbus,Shoes,44,Bo,98,18,1552.05,836.73,7,7.11949541284404,86.225,727
2945,125,Stockton,Fresh food,32,Veina,76,24,1177.63,329.33,5,9.42104,49.0679166666667,683
2946,3,Colorado Springs,Alcohol,3,Nilima,3,1,356.02,363.68,5,118.673333333333,356.02,639
2947,19,Seattle,Packaged food,9,Veina,15,6,957.99,525.85,10,50.4205263157895,159.665,645
2948,90,Boston,Clothes,25,Veina,33,12,1252.49,618.29,5,13.9165555555556,104.374166666667,617
2949,145,Seattle,Baby,43,Bo,73,19,1402.51,516.93,10,9.67248275862069,73.8163157894737,626
2950,84,Colorado Springs,Alcohol,27,Nilima,49,14,1077.79,628.39,2,12.8308333333333,76.985,682
2951,267,Columbus,Alcohol,55,Bo,128,16,1753.41,826.71,1,6.56707865168539,109.588125,658
2953,110,Boston,Packaged food,28,Katram,49,50,1016.61,438.97,1,9.24190909090909,20.3322,800
2954,188,Boston,Alcohol,45,Bo,114,29,1284.3,482.17,2,6.8313829787234,44.2862068965517,656
2955,183,Orlando,Fresh food,31,Veina,50,14,1430.16,662.31,2,7.81508196721312,102.154285714286,695
2956,56,Seattle,Baby,24,Veina,31,14,976.05,343.24,2,17.4294642857143,69.7178571428571,537
2957,158,Columbus,Pets,39,Veina,97,9,1421.48,518.85,23,8.99670886075949,157.942222222222,488
2958,63,Columbus,Alcohol,23,Bo,37,15,1008.19,580.64,3,16.0030158730159,67.2126666666667,777
2959,121,Columbus,Shoes,37,Bo,61,20,1220.57,535.05,6,10.0873553719008,61.0285,501
2960,295,Jersey,Baby,45,Veina,132,12,1617.65,558.97,10,5.4835593220339,134.804166666667,431
2961,160,Denver,Alcohol,40,Nilima,75,21,1392.21,692.11,2,8.7013125,66.2957142857143,926
2962,18,Honolulu,Frozen food,13,Bo,12,6,810.7,548.04,2,45.0388888888889,135.116666666667,651
2963,234,Seattle,Shoes,42,Bo,113,25,1523.05,417.23,8,6.50876068376068,60.922,348
2964,225,Honolulu,Frozen food,44,Bo,99,21,1466.93,677.68,2,6.51968888888889,69.8538095238095,648
2966,154,Columbus,Frozen food,41,Bo,78,22,1333.84,699.72,1,8.6612987012987,60.6290909090909,595
2967,115,Seattle,Packaged food,37,Bo,73,11,1216.06,442.1,10,10.5744347826087,110.550909090909,523
2968,392,Honolulu,Shoes,53,Bo,166,18,1693.42,845.76,1,4.31994897959184,94.0788888888889,667
2969,153,Seattle,Bakery,38,Bo,79,24,1393.68,741.06,1,9.10901960784314,58.07,794
2970,426,Seattle,Alcohol,60,Bo,208,40,1953.73,793.72,2,4.586220657277,48.84325,663
2971,104,Columbus,Baby,24,Bo,51,23,1307.72,612.23,3,12.5742307692308,56.8573913043478,574
2972,130,Seattle,Alcohol,32,Bo,81,16,1182.26,465.53,1,9.09430769230769,73.89125,640
2973,40,Orlando,Packaged food,19,Veina,30,10,845.99,344.2,2,21.14975,84.599,528
2974,112,Jersey,Packaged food,32,Veina,70,8,1304.92,584.53,2,11.6510714285714,163.115,621
2975,93,Seattle,Baby,28,Bo,48,12,1055.71,533.61,4,11.3517204301075,87.9758333333333,552
2976,161,Boston,Bakery,35,Bo,93,35,1521.74,656.07,3,9.45180124223602,43.4782857142857,733
2977,120,Honolulu,Shoes,37,Nilima,69,21,1085.76,484.64,1,9.048,51.7028571428571,685
2978,151,Columbus,Clothes,41,Bo,90,28,1331.91,561.2,9,8.82059602649007,47.5682142857143,633
2979,62,Seattle,Shoes,24,Nilima,35,8,1042.37,511.05,20,16.8124193548387,130.29625,615
2980,173,Colorado Springs,Shoes,44,Bo,78,24,1236.24,299,3,7.14589595375723,51.51,406
2981,83,Honolulu,Baby,33,Veina,58,14,986.35,570.97,21,11.883734939759,70.4535714285714,834
2982,565,Seattle,Alcohol,65,Bo,234,33,2110.58,1126.73,2,3.73553982300885,63.9569696969697,900
2983,152,Columbus,Packaged food,28,Nilima,46,40,1200.36,618.5,2,7.89710526315789,30.009,653
2984,266,Seattle,Shoes,51,Bo,116,21,1617.87,737.52,2,6.08221804511278,77.0414285714286,741
2985,116,Columbus,Shoes,29,Veina,58,29,1057.1,461.5,2,9.11293103448276,36.451724137931,652
2986,230,Seattle,Frozen food,52,Bo,78,38,1489.01,802.18,1,6.47395652173913,39.1844736842105,777
2987,390,Seattle,Alcohol,48,Bo,157,16,1762.04,637.37,4,4.51805128205128,110.1275,543
2988,159,Honolulu,Packaged food,38,Bo,66,16,1333.12,304.74,5,8.38440251572327,83.32,241
2989,497,Seattle,Alcohol,51,Bo,146,37,1606.18,746.02,2,3.23175050301811,43.4102702702703,777
2990,98,Honolulu,Baby,36,Nilima,75,10,1153.32,456.29,13,11.7685714285714,115.332,677
2991,23,San Diego,Baby,13,Veina,21,2,876.3,500.4,23,38.1,438.15,585
2992,18,Orlando,Baby,13,Veina,17,4,657.79,613.73,4,36.5438888888889,164.4475,1077
2993,304,Honolulu,Shoes,53,Nilima,138,46,1599.72,868.33,2,5.26223684210526,34.7765217391304,984
2994,183,Boston,Packaged food,42,Bo,91,9,1293.18,600.96,9,7.06655737704918,143.686666666667,798
2995,130,Honolulu,Pets,48,Bo,86,15,1219.26,274.88,3,9.37892307692308,81.284,235
2996,24,Columbus,Frozen food,15,Bo,16,13,784.56,240.67,1,32.69,60.3507692307692,450
2997,54,Seattle,Shoes,21,Nilima,34,8,893.47,517.01,25,16.5457407407407,111.68375,682
2998,378,San Diego,Shoes,53,Bo,155,40,1670.87,820.12,1,4.420291005291,41.77175,762
2999,198,Columbus,Baby,30,Bo,61,17,1601.55,828.03,3,8.08863636363636,94.2088235294118,708
3000,59,Denver,Clothes,19,Medeia,34,7,961.25,367.59,10,16.2923728813559,137.321428571429,387
3002,136,Boston,Clothes,14,Veina,22,14,1284.67,673.66,2,9.44610294117647,91.7621428571429,752
3003,25,Denver,Baby,15,Veina,16,5,932.39,456.35,11,37.2956,186.478,509
3004,240,Columbus,Packaged food,48,Bo,119,31,1662.16,874.67,2,6.92566666666667,53.618064516129,655
3005,61,Seattle,Frozen food,17,Bo,25,14,999.43,373.39,3,16.3840983606557,71.3878571428571,672
3006,20,Seattle,Bakery,11,Bo,14,9,808.88,533.02,1,40.444,89.8755555555556,813
3007,84,Columbus,Alcohol,25,Bo,44,6,1063.37,737.46,27,12.6591666666667,177.228333333333,818
3008,149,Boston,Packaged food,21,Veina,40,33,1412.58,529.06,2,9.48040268456376,42.8054545454545,551
3009,22,Orlando,Baby,14,Nilima,20,2,745.92,609.86,27,33.9054545454545,372.96,839
3010,204,San Diego,Frozen food,42,Medeia,100,28,1499.58,659.59,1,7.35088235294118,53.5564285714286,685
3011,175,Boston,Clothes,32,Bo,57,9,1419.79,596.8,1,8.11308571428571,157.754444444444,595
3012,18,Boston,Shoes,12,Alekto,18,4,731.53,176.3,4,40.6405555555556,182.8825,481
3013,484,Orlando,Fresh food,53,Bo,182,36,1679.14,697.32,2,3.46929752066116,46.6427777777778,536
3014,342,Columbus,Shoes,52,Bo,116,56,1682.54,775.36,1,4.91970760233918,30.0453571428571,770
3015,469,Orlando,Alcohol,56,Nilima,146,33,1931.91,797.43,3,4.11921108742004,58.5427272727273,423
3016,150,Seattle,Shoes,44,Bo,86,24,1392.53,679.84,2,9.28353333333333,58.0220833333333,497
3017,125,Columbus,Alcohol,35,Bo,68,19,1170.22,671.04,1,9.36176,61.5905263157895,897
3018,304,Columbus,Fresh food,39,Bo,121,31,1682.78,789.79,3,5.53546052631579,54.2832258064516,583
3019,125,Boston,Alcohol,31,Bo,61,4,1211.48,727.28,15,9.69184,302.87,872
3020,24,San Diego,Baby,13,Bo,17,8,582.13,532.19,14,24.2554166666667,72.76625,1075
3021,145,Orlando,Fresh food,35,Bo,53,21,1319.24,610.05,1,9.09820689655172,62.8209523809524,541
3022,451,Denver,Pets,58,Bo,199,16,2026.75,697.58,2,4.49390243902439,126.671875,390
3024,86,Columbus,Shoes,30,Bo,42,18,1061.81,447.73,2,12.3466279069767,58.9894444444444,596
3025,149,Seattle,Frozen food,25,Alekto,63,15,1416.52,509.58,7,9.50684563758389,94.4346666666667,378
3026,515,Columbus,Beverages,60,Bo,225,34,2055.3,932.4,1,3.99087378640777,60.45,558
3027,311,Honolulu,Alcohol,46,Bo,137,17,1814.74,612.53,3,5.8351768488746,106.749411764706,331
3028,124,Boston,Packaged food,23,Bo,45,16,1227.2,614.46,3,9.89677419354839,76.7,722
3029,43,Columbus,Bakery,12,Bo,16,21,842.41,305.38,5,19.5909302325581,40.1147619047619,585
3030,24,Orlando,Alcohol,10,Nilima,18,12,816.93,578.47,6,34.03875,68.0775,680
3031,424,Columbus,Alcohol,59,Bo,158,39,1830.01,789.84,2,4.31606132075472,46.9233333333333,492
3032,274,Honolulu,Alcohol,47,Bo,142,12,1403.82,702.94,4,5.12343065693431,116.985,687
3033,110,Honolulu,Alcohol,35,Bo,66,14,1114.42,460.2,1,10.1310909090909,79.6014285714286,611
3034,298,Columbus,Shoes,48,Bo,124,24,1563.79,629.95,1,5.24761744966443,65.1579166666667,731
3035,217,Colorado Springs,Packaged food,41,Bo,107,25,1405.57,485.4,5,6.47728110599078,56.2228,476
3036,196,Jersey,Frozen food,48,Bo,92,11,1347.83,442.63,2,6.87668367346939,122.53,245
3038,139,Jersey,Packaged food,39,Bo,70,12,1260.86,517.65,1,9.07093525179856,105.071666666667,715
