daysSinceFirstPurch,shoppingCartValue,gender,voucher,returned,boughtAgain
10,66.78,female,1,0,0
37,105.52,female,0,0,1
24,62.93,male,0,0,1
16,105.16,female,0,0,1
31,50.06,female,0,0,1
21,142.79,female,0,1,0
24,40,female,0,0,1
25,43.19,female,0,0,0
5,56.71,male,0,0,1
2,39.16,male,0,0,0
8,82.94,female,0,0,1
60,121.21,female,0,0,0
12,60.49,male,0,0,1
69,27.32,male,1,0,1
47,143.08,female,1,1,0
39,42.02,male,0,0,0
26,50.01,female,0,0,0
10,63.95,male,1,0,1
17,76.62,male,0,0,1
14,98.56,female,1,1,0
33,125.64,male,0,1,1
28,78.1,female,1,0,0
40,195.97,female,0,0,1
45,65.71,female,0,1,1
47,69.8,male,0,1,0
59,50.53,female,0,0,1
65,125.65,female,0,1,1
66,134.06,female,1,0,1
21,90.85,male,0,0,1
66,271.88,female,0,0,0
23,137.46,male,0,0,1
43,99.96,female,0,0,1
75,210.16,male,0,0,1
33,45.07,female,0,0,0
10,79.36,female,0,1,0
48,87.19,male,0,0,1
36,35.48,male,0,0,0
33,111.92,male,0,0,1
8,84.52,male,1,0,0
46,61.41,male,0,1,0
23,90.76,female,0,0,1
18,65.26,female,0,1,0
26,70.87,female,1,0,1
50,109.56,male,1,0,1
35,189.93,female,0,0,0
59,69.27,female,0,1,1
22,48.25,female,0,1,0
24,98.45,female,0,1,0
55,62.78,female,0,0,1
18,33.75,female,0,1,0
58,57.66,female,0,0,0
38,36.46,female,0,0,1
41,38.86,female,0,0,0
23,112.19,female,0,0,1
48,86.08,female,0,0,0
46,121.33,male,0,0,1
67,94.49,female,0,0,1
69,119.25,male,0,1,1
57,140.7,female,0,0,0
53,60.57,male,0,0,0
46,109.51,female,0,1,1
29,70.68,male,0,1,1
50,177.56,female,0,0,1
15,180.16,female,0,1,1
54,61.35,female,0,0,0
53,54.58,female,0,0,0
16,35.97,female,1,0,0
10,114.65,female,0,0,1
12,30.67,female,0,0,0
12,69.12,female,0,1,0
46,90.44,female,0,0,1
59,93.76,male,0,1,1
57,176.16,male,0,1,1
72,105.49,male,1,0,0
67,64.85,female,0,0,1
18,82.92,male,0,0,0
46,165.35,female,0,0,1
24,117.45,female,0,0,1
41,92.93,male,0,0,1
20,38.34,female,0,0,0
3,35.78,female,0,1,0
41,151.33,female,0,0,0
35,52.33,female,0,0,1
34,98.8,male,1,0,0
43,74.58,female,0,0,1
40,90.53,female,1,0,1
52,95.61,male,0,0,0
30,79.28,male,0,0,1
19,43.9,female,0,0,1
22,73.83,male,0,0,1
29,92.58,male,0,0,1
15,51.73,female,1,0,0
85,92.48,male,1,0,1
49,101.31,female,1,0,0
44,119.52,female,0,0,1
10,50.23,female,0,0,1
16,40.26,female,0,0,0
20,218.11,male,0,0,1
24,58.13,female,0,0,1
28,47.01,male,0,1,0
22,83.69,male,0,0,1
22,90.47,female,0,0,0
35,124.86,female,0,0,1
10,56.98,male,0,0,0
22,100,male,1,0,1
17,131.19,female,0,0,1
21,74.97,female,0,0,0
34,122.26,female,0,0,1
48,139.15,female,0,0,0
27,57.35,female,0,1,1
22,86.88,female,1,0,1
44,69.53,female,0,0,0
18,56.56,male,0,0,1
67,474.82,male,0,0,1
9,57.6,male,0,1,1
65,56.09,female,0,0,1
20,63.75,female,0,0,1
9,47.48,male,0,0,0
10,135.67,female,0,0,1
23,39.11,female,0,1,0
32,35.5,female,0,0,1
11,80.3,female,1,0,0
37,65.14,female,0,1,0
28,64.01,female,1,0,1
17,47.91,male,0,1,1
38,63.51,female,0,0,1
28,56.68,female,0,1,1
39,67.79,female,0,1,1
14,117.3,female,0,0,1
25,56.48,male,0,0,0
34,62.48,male,0,0,1
25,85.11,male,0,0,1
28,57.79,male,1,0,0
35,46.96,female,1,0,1
59,62.48,female,1,0,0
11,28.83,female,0,1,0
14,68.88,female,1,0,1
61,106.87,female,0,0,1
30,35.74,female,1,1,1
52,68.61,male,0,0,1
36,106.71,male,0,0,1
21,60.65,female,0,0,1
36,228.43,male,0,1,0
35,139.59,female,0,0,1
39,131.26,female,1,0,1
40,45.11,male,0,0,0
52,33.86,female,0,0,1
45,78.82,male,0,0,1
47,115.93,female,0,0,1
40,265.71,female,1,0,0
26,66.83,female,0,1,0
42,142.58,female,1,1,0
24,84.3,female,0,0,0
27,42.23,female,0,0,0
37,125.87,female,0,0,1
20,41.28,male,1,1,1
45,73.05,female,1,0,0
11,48.69,male,1,0,1
46,72.17,female,0,0,0
27,46.09,female,0,0,1
42,69.22,female,1,1,0
55,49.74,female,0,0,1
10,86.58,female,0,0,1
35,36.44,female,0,0,0
33,70.88,male,0,0,1
30,58.89,female,0,0,1
42,87.16,female,0,0,0
41,64.9,female,0,0,1
29,125.52,female,0,0,1
40,69.02,female,1,0,1
19,47.68,female,1,0,1
68,91.01,male,0,0,1
10,88.36,male,0,0,1
24,74.86,female,0,1,0
14,155.42,female,0,0,1
9,45.56,female,0,0,0
24,105.45,male,0,0,1
50,88.57,female,0,0,0
46,326.78,male,0,0,0
14,48.53,male,0,0,1
40,119.16,female,0,0,1
36,86.57,female,0,0,0
18,32.74,male,1,0,0
55,74.07,female,0,1,1
41,105.99,female,0,0,0
20,92.6,male,0,0,0
34,86.91,male,1,0,1
14,212.67,male,0,0,1
41,57.17,female,0,0,0
25,35.74,female,0,1,0
9,48.52,male,0,0,1
23,40.11,female,0,0,1
20,115.51,female,1,0,1
42,39.18,female,0,0,0
17,131.65,female,0,1,1
38,58.87,female,1,0,0
49,130.18,male,0,0,1
18,46.03,male,0,0,1
7,68.94,female,1,0,0
36,93.54,female,1,0,0
49,46.81,male,0,0,1
56,72.07,male,0,0,1
37,100.64,female,0,0,0
24,81.3,male,0,0,1
50,84.78,male,0,1,1
53,178.73,male,0,0,1
38,54.04,male,0,0,1
18,74.7,female,0,0,1
33,64.55,female,0,1,0
56,34.03,female,1,0,0
15,72.06,male,0,0,1
50,131.43,female,0,0,1
19,74.85,male,1,0,0
31,49.56,female,0,1,1
17,139.91,female,0,0,0
28,120.14,male,0,0,1
11,128.48,female,0,0,0
31,38.83,female,0,0,1
44,265.87,female,0,1,1
28,148.14,male,1,0,1
68,48.32,female,1,0,1
40,73.62,male,0,0,1
31,73.78,female,0,0,1
52,78.27,male,0,0,1
19,264.19,male,1,0,0
37,89.3,female,0,0,1
17,52.35,female,1,0,0
33,60.9,female,0,0,1
47,190.42,male,0,0,0
102,154.05,male,0,0,1
77,221.26,male,0,0,0
17,257.84,male,0,0,1
39,119.68,female,1,0,0
25,108.78,male,1,0,1
37,89.53,female,0,0,1
9,63.1,female,0,0,1
6,42.34,female,0,0,0
53,49.7,female,0,0,1
22,31.79,female,0,0,0
20,43.9,female,0,0,1
66,210.69,female,1,0,1
22,31.91,female,1,0,1
12,102.08,female,0,0,1
43,185,female,0,0,1
85,313.13,female,0,0,1
51,82.81,female,0,1,1
97,182.55,male,0,0,1
37,91.09,male,0,0,0
39,75.39,female,0,0,0
27,103.52,male,1,1,1
48,90.75,female,0,0,1
27,49.87,male,1,0,1
55,75.81,male,0,0,1
5,102.28,female,0,0,0
23,99.03,female,1,0,0
50,123.66,male,1,0,1
49,53.7,female,0,0,1
22,112.99,female,1,0,1
57,176.46,male,1,0,1
30,61.63,male,0,0,1
49,77.99,male,1,0,1
19,223.49,male,1,0,1
42,81.32,male,0,0,1
56,151.71,male,1,0,1
29,33.02,female,0,0,0
124,310.39,male,1,0,1
49,85.83,male,1,1,1
20,66.85,female,1,1,0
34,63.35,male,1,0,0
32,75.06,female,0,0,0
27,75.51,male,0,0,1
36,59.8,male,0,0,0
12,43.64,female,0,0,0
28,85.55,female,1,1,0
25,102.74,male,1,0,0
18,83.69,female,0,0,1
15,77.12,female,0,0,1
68,112.11,male,1,1,1
21,94.6,male,0,0,1
17,71.45,female,0,0,1
60,62.26,female,0,0,0
27,53.1,male,1,0,0
19,102.78,male,0,0,1
21,48.18,male,0,1,0
55,69.18,female,0,0,0
9,72.13,female,0,0,1
40,137.2,male,1,0,0
32,42.81,female,1,0,0
18,114.18,male,0,0,0
13,35.63,female,0,0,0
35,77.35,male,1,0,0
32,66.99,female,0,1,1
18,169.8,female,0,1,1
67,114.73,male,0,0,1
17,52.24,female,0,0,1
41,87.05,male,0,0,1
24,76.47,male,0,0,0
8,60.56,male,0,0,1
38,100.97,female,0,0,1
45,66.13,male,0,0,0
42,280.21,female,0,0,0
40,114.61,female,1,1,0
28,70.52,male,0,0,0
21,132.43,female,0,0,0
39,75.64,female,0,0,0
26,108.32,male,0,0,1
38,69.24,male,0,0,1
46,227.05,female,0,0,1
6,41.8,male,0,1,0
59,75.65,female,0,0,1
52,68.07,female,0,1,1
37,102.67,male,1,0,1
26,108.83,male,0,0,1
35,54.83,female,0,1,0
57,185.18,male,0,0,1
19,67.02,female,0,0,1
28,55,male,1,0,1
21,45.81,female,1,0,0
34,36.42,male,0,0,1
22,86.58,male,0,0,1
53,58.81,male,0,0,1
107,548.34,male,0,1,1
31,144.76,female,0,0,1
31,58.94,male,0,0,0
36,97.86,male,0,0,1
27,146.99,female,0,1,1
38,37.75,male,0,0,1
12,95.72,female,1,0,1
17,62.15,female,1,1,1
21,54.14,male,0,0,1
29,318.68,male,0,0,1
8,69.5,female,0,0,1
37,36.73,male,0,0,1
35,70.57,female,0,1,1
59,66.78,female,0,0,0
32,104.33,female,0,1,0
12,92.3,male,0,0,1
62,122.14,female,0,1,1
35,116.81,female,1,0,1
15,54.69,female,0,0,0
39,114.13,male,0,0,1
41,42,female,0,0,1
26,116.61,female,0,0,0
20,38.63,male,0,0,1
64,290.3,female,0,0,1
25,144.5,male,0,0,1
47,41.62,female,1,0,0
13,65.62,female,0,1,0
48,137.57,female,1,0,0
20,126.69,female,0,0,1
31,120.21,male,0,0,1
33,76.08,female,0,0,0
41,64.25,female,0,0,1
12,42.79,female,0,0,1
23,80.79,female,1,0,1
13,67.94,female,0,1,1
14,165.96,male,0,0,0
73,103.25,male,0,0,1
45,135.43,male,1,0,1
37,371.7,male,0,0,1
41,142.69,female,0,0,1
12,80.27,female,0,0,1
34,119.73,female,1,0,1
39,30.14,female,0,0,1
48,75.02,female,0,0,1
14,67.8,female,0,0,1
44,127.02,male,0,0,1
43,31.95,female,0,0,0
19,46.69,female,0,0,0
35,129.38,female,0,0,1
25,133.23,female,0,0,1
15,98.93,female,0,1,0
39,78.52,female,0,1,1
22,110.5,female,0,1,1
17,68.44,male,0,0,0
23,62.61,female,0,0,0
41,102.29,male,0,0,1
55,205.31,male,0,0,1
44,50.76,female,0,0,0
15,120.78,female,0,1,1
57,93.36,female,0,0,0
22,107.82,female,0,0,1
49,96.9,female,0,0,1
22,50.64,female,0,0,1
37,370.2,female,0,0,1
50,75.37,female,0,0,1
47,54.98,female,0,1,1
38,56.25,female,0,0,1
24,78.01,female,0,0,1
52,196.72,female,0,1,1
41,31.64,female,0,0,1
30,87.15,male,1,0,1
40,98.44,male,0,0,1
21,31.06,male,0,0,1
16,178.7,male,0,0,0
38,137.04,female,0,0,1
16,59.29,female,0,0,0
30,90.31,female,1,0,0
21,48.27,female,0,0,0
11,151.93,female,0,0,1
56,236.86,male,1,0,1
49,50.38,female,0,0,0
10,61.22,female,0,1,1
43,95.5,female,1,0,1
21,58.78,female,1,0,0
34,41.07,male,0,0,1
19,133.73,male,0,1,0
45,89.44,female,1,1,0
14,117.47,male,0,0,1
47,130.7,female,0,0,1
25,104.88,female,0,0,1
36,68.31,female,0,0,1
27,78.52,male,1,0,1
43,79.33,female,0,0,0
32,147.69,male,1,0,0
49,76.38,female,0,0,1
22,93.92,female,0,0,1
13,55.75,female,0,0,0
62,106.82,female,0,0,0
11,62.6,female,0,0,0
15,54.61,female,0,1,1
26,90.32,male,0,1,0
38,85.62,male,0,0,0
31,60.15,female,0,0,0
10,47.81,female,0,0,1
26,175.98,female,0,0,1
31,49.9,female,1,1,1
30,88,female,0,1,0
10,34.63,female,1,0,0
32,55.01,female,0,0,1
41,34.18,female,1,0,1
59,37.91,male,0,1,0
71,76.38,female,1,0,1
49,120.27,male,0,0,1
30,42.79,female,1,0,1
30,34.89,female,0,0,1
32,85.72,female,0,1,0
30,119.68,female,0,0,0
37,120.95,female,0,0,1
45,39.92,female,0,0,1
41,136.73,male,0,0,1
76,101.03,female,0,0,1
25,56.68,female,0,0,1
16,85.54,male,1,0,0
24,36.25,female,1,1,0
56,50.98,female,0,1,0
28,44.48,male,0,0,1
7,51.6,female,1,0,1
26,89.85,male,1,1,1
42,50.43,male,1,0,1
20,99.67,female,1,0,0
20,198.52,male,0,0,1
22,124.82,male,0,0,1
61,82.94,female,0,0,0
61,41.52,male,0,0,1
64,90.75,male,0,1,1
55,86.61,female,1,0,0
5,59.45,female,0,0,1
27,56.33,female,0,1,0
41,32.89,male,0,0,0
32,52.23,female,0,0,1
42,60.85,female,1,0,1
38,57.33,male,0,0,1
44,54.71,female,0,1,1
40,241,male,0,1,1
54,70.46,female,0,0,1
66,237.91,male,0,0,0
102,226.09,female,0,0,1
58,86.74,female,0,0,1
34,78.75,female,0,1,0
35,43.13,female,1,0,1
76,89.42,male,1,1,1
12,91.45,female,0,0,1
15,44.14,female,0,0,0
28,158.12,male,0,0,1
15,44.7,female,0,0,0
23,76.11,female,0,0,0
63,162.02,male,0,0,0
14,62.51,female,0,0,1
61,69.32,female,0,1,1
42,59.15,male,0,1,1
50,208.62,male,1,1,0
11,84.14,female,0,1,0
36,51.01,male,0,0,1
49,77.69,female,0,0,1
16,67.7,female,1,1,0
11,69.78,male,0,0,1
56,45.96,male,0,0,0
36,112.52,female,0,0,0
30,63.31,female,0,0,0
47,57.82,female,0,0,0
34,40.78,female,0,0,1
20,80.28,female,1,0,1
51,149.35,male,0,0,1
125,195.65,female,0,0,1
24,100.21,female,0,1,1
34,48.89,male,0,1,1
32,86.75,male,0,0,0
10,52.33,female,1,0,1
80,158.28,male,0,1,0
8,38.41,female,0,1,0
48,132.58,male,0,1,1
73,37.08,female,0,0,0
31,202.54,female,0,0,0
75,146.18,male,0,0,1
44,53.04,male,0,0,1
34,64.31,female,0,0,0
23,38.83,male,0,0,1
38,91.72,female,0,0,0
58,244.02,male,0,0,1
55,122.12,female,0,0,1
51,90.94,male,0,0,1
28,92.73,female,1,0,0
33,109.4,female,1,0,0
26,82.46,female,0,1,1
69,141.59,female,0,0,0
67,64.51,female,0,0,1
33,156.67,female,0,0,1
61,102.26,female,0,0,1
48,66.18,male,0,0,1
11,91.5,male,0,0,1
33,72.85,female,0,0,0
51,33.01,female,0,0,1
37,111.37,male,0,0,1
21,85.49,female,0,0,0
24,38.75,male,0,1,0
21,75.99,female,0,0,1
26,118.47,female,0,0,1
32,39.36,female,0,0,0
56,40.73,female,1,0,1
65,109.75,male,0,0,1
35,92.53,female,0,0,1
57,168.44,male,0,0,1
11,77.55,female,0,1,1
23,115.22,female,0,0,1
35,36.63,male,0,0,1
24,44.94,female,0,0,1
50,131.57,female,0,0,1
37,39.53,female,1,0,0
52,61.53,female,0,0,1
53,123.78,female,0,0,1
60,124.29,male,0,0,1
29,64.59,female,1,0,0
34,47.1,female,0,1,1
60,64.57,male,0,0,1
37,125.87,female,0,1,1
20,66,female,0,0,1
43,148.06,male,0,0,1
20,85.07,female,0,1,1
31,51.39,male,1,0,1
36,144.38,female,0,0,1
58,158.03,female,1,0,1
26,52.35,female,0,0,1
14,104.83,male,0,0,1
57,116.77,male,0,0,1
39,102.8,female,0,0,1
36,74.24,male,0,1,0
56,242.75,male,0,0,1
21,94.88,female,1,0,0
58,66.78,male,1,0,1
50,47.47,female,0,0,0
45,73.32,female,1,0,1
15,43.04,male,0,0,1
33,50.27,female,0,0,1
144,237.91,male,1,0,1
10,56.9,female,0,0,1
11,98.63,male,1,0,0
31,81.15,male,1,0,1
12,65.08,female,0,0,1
38,48.18,male,0,0,0
18,46.07,female,0,0,0
28,94.31,female,0,0,1
51,85.38,female,0,0,1
44,70.48,male,1,1,0
20,80.76,female,0,1,0
43,38.85,male,0,0,0
33,64.14,male,0,0,1
30,75.41,female,0,1,1
44,135.5,female,0,0,1
26,94.37,male,0,0,1
60,75.58,female,0,0,1
44,81.72,female,0,1,1
23,48.98,female,0,1,0
18,74.8,female,0,0,0
49,212.93,male,1,0,1
8,82.75,male,0,0,1
23,79.21,female,0,0,0
45,63.76,female,0,1,0
46,258.75,female,1,1,1
15,73.67,female,0,1,1
36,93.9,female,1,0,1
76,36.03,female,0,0,0
31,127.56,female,0,0,1
14,92.53,male,1,0,1
24,51.25,female,0,0,1
28,73.83,male,1,0,1
20,72.63,female,1,0,1
27,44.93,male,0,1,1
13,42.81,male,1,0,1
22,42.4,female,1,0,1
23,187.85,female,0,0,0
74,89.2,female,0,0,0
20,45.18,female,0,0,0
3,60.47,female,0,1,0
53,65.71,female,0,0,1
39,183.86,female,0,0,1
23,111.39,female,0,0,1
7,77.99,male,0,0,1
106,153.85,male,0,0,0
34,65.38,female,0,0,0
17,58.29,female,0,0,1
29,84.05,male,0,1,0
45,130.77,female,0,0,0
37,95.36,male,0,0,1
40,108.13,male,0,0,1
68,121.03,female,1,1,0
21,44.33,female,0,0,0
33,170.49,female,0,0,1
64,59.8,male,0,1,0
62,135.83,female,1,0,1
31,47.96,female,0,0,1
20,120.52,female,1,0,0
66,89.28,female,1,0,0
23,128.64,male,0,0,1
29,213.94,male,1,0,1
55,68.35,female,1,0,0
34,52.23,female,1,0,1
41,97.22,female,0,0,1
55,84.09,female,1,1,0
99,79.42,male,1,0,1
13,40.95,male,1,0,0
24,59.86,male,0,1,1
27,103.65,male,0,1,1
32,112.08,female,1,0,1
19,51.65,female,0,0,0
16,127.95,female,0,0,1
63,47.17,female,0,0,1
36,70.55,male,0,1,0
8,53.18,male,0,0,0
53,61.88,female,1,0,1
17,54.42,male,0,0,1
52,29.05,female,0,0,1
18,59,female,0,0,1
36,122.94,male,0,0,1
43,80.16,female,0,1,1
70,106.08,male,0,0,1
57,112.03,female,0,0,1
32,124.08,male,1,1,1
59,47.89,female,0,0,1
10,41.65,female,0,0,1
52,52.9,female,1,0,0
15,49.75,female,0,0,0
42,86.73,female,1,0,1
33,140.76,female,0,0,1
43,65.49,male,0,1,1
36,59.33,female,0,0,1
21,42.49,female,0,0,1
27,33.02,male,0,0,0
24,36.83,female,0,0,1
35,101.07,female,0,1,0
23,41.37,male,0,0,0
7,62.4,female,0,1,1
23,63.87,female,1,0,1
3,57.64,female,0,0,1
6,119.38,female,0,0,1
31,99.3,female,1,0,1
11,46.75,female,1,0,0
36,154.66,female,1,1,0
37,44.09,female,0,0,1
62,181.29,male,0,0,1
33,79.81,female,1,0,1
17,93.15,male,0,0,1
33,91.4,male,1,1,0
27,108.24,female,0,1,1
38,93.3,female,0,0,1
22,65.32,female,0,0,0
44,87.12,male,0,1,0
29,52.64,female,0,0,0
34,51.62,female,0,0,0
35,86.8,female,0,1,1
45,64.88,female,0,0,1
41,89.09,male,0,0,1
13,85.3,female,0,0,1
77,157.87,male,0,0,1
55,68.9,male,0,0,0
14,123.09,male,0,0,1
36,41.51,male,1,0,1
11,71.39,female,0,0,1
44,166.03,male,0,0,1
17,51.52,female,1,1,0
47,76.5,female,0,1,0
39,37.25,male,0,0,1
27,100,male,1,0,1
21,48.99,male,0,0,0
26,66.47,female,1,0,0
39,90.23,male,0,0,1
20,65.28,female,0,1,0
13,197.04,female,0,0,1
15,97.94,female,1,0,1
59,35.92,female,0,0,1
13,39.5,female,0,0,0
22,102.22,female,0,0,0
16,122.64,female,0,0,0
29,102.97,male,0,0,1
81,39.22,male,0,0,1
14,227.14,male,0,0,1
60,82.48,female,0,0,1
14,35.41,male,0,0,1
38,51.72,female,0,0,1
53,69.36,female,0,0,0
43,229.87,male,0,0,1
44,61.02,male,0,0,1
41,44.48,female,1,0,0
35,60.65,female,0,1,0
12,79.25,male,1,0,1
15,39.44,female,0,1,0
42,67.78,female,0,0,1
51,38.75,female,0,0,0
50,172.25,female,0,0,1
43,52.54,female,0,0,1
47,56.31,female,0,1,0
33,59.43,female,0,0,0
49,63.02,female,0,0,0
10,54.77,male,1,1,0
37,95.62,female,1,1,1
86,45.67,female,0,0,1
8,80.5,female,0,0,1
21,117.09,male,0,0,1
28,48.8,female,0,0,0
14,98.41,male,0,0,1
42,116.84,female,0,0,0
34,106.93,female,0,0,0
27,105.61,female,0,0,1
18,36.46,female,0,0,0
55,172.85,male,1,0,1
50,30.87,female,0,0,1
41,58.51,male,0,0,1
19,70.54,female,0,1,1
6,68.91,female,0,0,0
24,55.73,male,0,0,1
20,173.29,female,0,0,1
46,42.57,male,0,0,0
41,171.8,male,0,0,1
27,69.78,male,0,0,0
27,55.38,female,0,0,0
41,85.43,female,0,0,1
15,79.19,male,0,0,1
16,92.81,female,0,0,1
33,70.66,female,1,0,0
54,38.23,male,0,1,1
26,64.14,male,0,1,0
17,71.56,male,0,0,1
57,54.16,male,0,1,0
19,79.85,female,0,0,1
35,69.1,female,0,1,0
58,86.22,female,0,0,0
62,49.07,male,0,0,1
38,356.02,male,0,0,1
52,159.66,male,0,0,0
42,104.37,male,0,0,1
22,73.82,female,0,0,1
27,76.98,male,1,0,1
33,109.59,female,0,0,1
67,20.33,male,0,1,0
36,44.29,female,0,0,1
21,102.15,male,0,0,1
66,69.72,male,0,0,1
58,157.94,male,0,0,1
58,67.21,female,0,1,1
39,61.03,female,0,0,1
53,134.8,male,0,0,1
43,66.3,male,0,1,0
27,135.12,female,0,0,1
82,60.92,female,0,0,0
30,69.85,female,0,0,1
39,60.63,female,1,0,1
77,110.55,female,0,0,1
10,94.08,female,0,0,0
46,58.07,female,0,1,1
26,48.84,female,0,0,1
12,56.86,female,0,0,1
52,73.89,female,0,0,0
40,84.6,male,0,0,1
45,163.12,male,0,1,1
28,87.98,female,0,1,0
48,43.48,female,0,0,0
36,51.7,male,0,1,1
49,47.57,female,0,0,1
52,130.3,male,0,0,1
19,51.51,female,0,0,1
37,70.45,male,0,0,1
12,63.96,female,0,0,0
28,30.01,male,0,0,1
14,77.04,female,1,0,1
42,36.45,male,0,0,0
37,39.18,female,0,0,0
20,110.13,female,0,1,1
13,83.32,female,1,0,0
85,43.41,female,0,0,1
20,115.33,male,0,0,1
35,438.15,male,0,0,1
7,164.45,male,0,0,0
46,34.78,male,0,0,1
74,143.69,female,0,0,1
18,81.28,female,0,0,1
9,60.35,female,0,0,0
48,111.68,male,0,0,1
26,41.77,female,1,0,1
29,94.21,female,0,0,1
44,137.32,male,0,0,1
30,91.76,male,1,0,0
37,186.48,male,1,0,1
31,53.62,female,0,0,1
38,71.39,female,0,0,1
31,89.88,female,0,0,1
70,177.23,female,0,0,1
34,42.81,male,0,0,0
54,372.96,male,0,0,1
42,53.56,male,0,1,0
39,157.75,female,1,1,0
15,182.88,male,0,1,0
39,46.64,female,0,0,0
20,30.05,female,0,0,1
18,58.54,male,0,0,1
53,58.02,female,1,0,0
25,61.59,female,0,1,0
47,54.28,female,1,0,0
43,302.87,female,0,0,0
22,72.77,female,0,0,0
3,62.82,female,1,1,0
5,126.67,female,1,1,1
54,58.99,female,1,0,1
37,94.43,male,0,0,1
51,60.45,female,1,0,0
43,106.75,female,0,1,1
29,76.7,female,0,0,1
43,40.11,female,1,1,0
19,68.08,male,0,1,0
13,46.92,female,1,0,1
15,116.98,female,0,0,1
17,79.6,female,0,0,1
57,65.16,female,0,0,1
9,56.22,female,0,0,1
8,122.53,female,1,0,1
15,105.07,female,0,0,1
39,152.23,male,0,1,1
21,99.18,male,0,0,1
37,52.15,male,0,0,0
52,91.78,female,1,1,0
26,80.37,female,0,0,1
50,112.76,male,0,0,0
28,88.81,male,0,1,1
12,44.44,female,1,0,1
40,58.52,male,0,0,1
39,53.18,female,0,0,1
13,81.14,female,1,0,0
20,40.29,female,0,0,0
13,74.8,female,0,1,0
37,55.7,female,1,0,0
60,107.71,female,0,0,1
69,95.01,female,0,0,1
36,68.37,female,0,0,0
50,88.46,female,0,0,1
14,105.72,male,1,0,1
38,63.69,male,0,0,1
16,77.45,male,0,0,1
44,147.57,male,0,0,0
47,389.14,male,0,1,0
17,51.95,female,0,0,1
31,77.67,female,1,0,1
24,63.97,female,0,0,1
38,80.15,female,0,0,1
40,138.8,male,1,0,1
43,28.32,male,1,0,0
58,352.23,female,0,0,1
70,263.27,male,0,0,1
14,52.8,male,0,1,1
35,59.5,female,0,0,0
26,91.75,female,0,0,1
64,137.35,male,0,1,0
22,40.5,male,1,0,1
42,47.3,female,0,0,0
48,30.06,female,0,1,1
11,50.69,female,1,0,0
18,31.1,female,1,1,0
7,59.72,male,0,0,0
36,61.58,female,0,0,1
30,137.49,male,0,0,1
64,36.34,female,0,0,1
24,39.01,female,0,0,0
28,72.11,female,0,0,0
47,83.14,female,0,1,1
60,175.82,female,0,0,1
37,222.19,male,0,0,1
36,35.42,male,0,0,1
32,37.71,female,0,0,1
50,58.8,male,1,0,0
10,39.52,female,0,0,0
44,55.74,male,1,0,1
36,74,male,0,0,1
14,45.23,female,1,0,1
40,51.47,female,0,0,0
27,74.7,female,0,0,1
52,138.65,female,0,0,1
17,123.06,female,0,0,1
27,31.4,female,0,0,1
67,157.3,male,1,0,1
32,49.9,female,0,0,1
30,28.86,female,0,0,0
31,66.03,female,1,0,1
40,49.34,female,0,0,0
41,148.87,female,0,0,1
38,80,female,0,0,1
44,96.11,male,0,0,1
23,107.74,female,1,0,0
37,54.45,female,0,0,1
8,48.25,male,0,1,1
32,39.59,female,0,0,1
33,36.35,female,0,0,1
27,22.15,male,0,1,0
17,35.55,male,0,0,1
13,50.25,female,0,0,1
48,74.89,male,0,0,1
15,112.42,female,0,0,1
51,86.15,female,1,0,0
49,153.45,female,0,0,0
45,634.2,male,0,0,1
42,84.84,male,0,0,1
46,77.11,female,0,0,1
11,85.28,female,0,0,1
18,60.35,female,0,0,1
36,57.64,female,1,0,0
64,230.94,female,0,0,0
78,81.3,male,0,0,1
10,58.14,female,1,0,0
40,93.83,female,0,1,0
32,72.93,female,0,0,0
24,37.6,female,1,1,0
31,233.87,female,0,0,1
41,73.05,female,1,0,0
15,74.92,female,0,1,1
23,32.79,female,0,0,1
51,73.76,female,0,0,1
34,53.84,female,0,0,1
44,49.34,male,1,0,0
11,36.11,female,0,0,0
51,204.77,female,0,0,1
30,51.84,male,1,0,1
19,76.8,female,0,0,1
26,54.38,female,0,1,1
16,51.41,female,0,0,1
22,157.05,female,1,0,0
43,58.91,male,0,0,1
47,91.42,male,0,0,1
30,60.54,male,1,0,1
11,169.08,female,0,0,1
35,206.94,male,1,0,0
34,68.02,male,0,1,1
44,68.51,male,0,1,0
36,48.02,male,0,1,1
54,177.68,female,1,0,1
48,52.14,female,0,0,0
97,227.94,female,0,1,0
39,86.39,female,0,0,0
53,54.02,female,1,0,0
64,84.42,female,0,0,0
31,118.22,male,0,0,0
29,70.83,male,0,0,1
28,68.37,female,1,1,0
77,80.32,male,0,1,1
32,48.4,female,0,1,1
20,31.36,male,0,1,1
31,88.78,male,0,0,1
20,87.98,female,0,0,1
20,43.95,female,0,0,1
38,80.5,male,1,1,1
43,44.81,female,1,0,1
60,80.23,female,0,0,1
50,177.71,female,0,0,1
10,78.87,male,0,1,1
16,66.7,male,0,0,1
45,62.92,female,0,0,0
51,76.27,female,0,0,1
51,129.77,male,1,0,0
36,211.25,male,0,0,1
96,159.35,male,0,0,1
19,37.76,male,0,1,1
25,93.37,male,0,0,0
63,80.08,female,0,0,1
19,121.04,male,0,1,0
19,99.91,male,0,0,1
23,29.58,male,0,0,1
54,52.08,female,0,0,0
21,62.34,female,1,0,0
16,81.56,female,0,0,1
7,36.18,male,0,0,1
25,101.51,male,0,0,1
56,81.19,female,0,0,0
39,55.71,female,0,1,0
