customerID,nOrders,nItems,daysSinceLastOrder,margin,returnRatio,shareOwnBrand,shareVoucher,shareSale,gender,age,marginPerOrder,marginPerItem,itemsPerOrder
2333,1,1,76,1.64,0,0,0,1,female,37,1.64,1.64,1
2334,4,13,58,42.27,0.3,0.64,0.36,0,male,22,10.57,3.25,3.25
2335,1,1,202,7.25,1,0,0,0,female,55,7.25,7.25,1
2336,3,6,183,32.65,0.16,0.6,0,0,female,60,10.88,5.44,2
2337,1,1,242,1.21,1,0,1,1,male,30,1.21,1.21,1
2338,1,1,19,6.21,1,0,0,0,female,19,6.21,6.21,1
2339,2,4,176,16.83,1,0.33,0.33,0,female,27,8.41,4.21,2
2340,1,4,305,23.08,0,0,0.67,0,female,73,23.08,5.77,4
2341,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2342,2,10,45,30.02,0.25,0,0.88,0,male,27,15.01,3,5
2343,12,23,19,28.1,0.04,0,1,0,male,38,2.34,1.22,1.92
2344,3,7,72,22.78,0.03,0.5,0.67,0.83,male,18,7.59,3.25,2.33
2346,20,36,3,52.64,0.02,0.3,0.67,0.07,female,18,2.63,1.46,1.8
2347,1,17,114,30.49,0.05,0.36,0.64,0,male,32,30.49,1.79,17
2348,1,1,89,10.83,0,0,0,0,male,50,10.83,10.83,1
2349,1,1,222,0.56,1,0,0,1,male,55,0.56,0.56,1
2350,1,7,25,32.53,0.11,0,0.67,0,female,56,32.53,4.65,7
2351,1,1,91,15.22,0,1,0,1,female,24,15.22,15.22,1
2352,1,1,364,10.28,1,0,0,0,female,47,10.28,10.28,1
2353,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2354,7,18,3,58.43,0,0.87,0.47,0,male,36,8.35,3.25,2.57
2355,3,8,89,35.49,0.08,0.14,0,1,female,29,11.83,4.44,2.67
2356,11,19,92,47.86,0.32,0.31,0.44,0.12,male,53,4.35,2.52,1.73
2357,3,6,99,19.56,1,0.2,1,0,male,52,6.52,3.26,2
2358,1,1,337,14.83,0,0,0,1,male,35,14.83,14.83,1
2359,2,2,107,44.75,1,1,0,0,male,46,22.38,22.38,1
2360,1,10,93,43.62,0.02,0,0,1,female,30,43.62,4.36,10
2361,13,34,19,52.94,0.08,0.61,0.46,0.43,female,57,4.07,1.56,2.62
2362,10,20,52,40.59,0.12,0.29,0.35,0.18,female,44,4.06,2.03,2
2363,1,2,15,13.8,1,0,1,0,female,54,13.8,6.9,2
2364,2,4,0,21.4,1,0,0.67,0.33,male,26,10.7,5.35,2
2365,1,1,353,6.25,1,0,0,1,female,34,6.25,6.25,1
2366,3,6,152,32.46,1,0.6,0,0,male,20,10.82,5.41,2
2367,1,1,302,-5.48,1,0,1,0,male,54,-5.48,-5.48,1
2368,9,20,10,52.53,0.89,0.35,0.59,0.24,male,42,5.84,2.63,2.22
2369,4,11,12,33.51,0.79,0,0.44,0,female,59,8.38,3.05,2.75
2370,3,8,256,30.52,0.08,0.14,0,0,female,27,10.17,3.82,2.67
2371,2,2,59,8.68,0,0,0.5,0,male,50,4.34,4.34,1
2372,1,1,153,8.97,1,0,0,0,female,43,8.97,8.97,1
2373,6,6,21,36.28,0.36,0,0.2,0.2,male,45,6.05,6.05,1
2374,2,4,122,18.6,1,0,1,0,female,41,9.3,4.65,2
2375,19,36,77,70.78,0.02,0.8,0.53,0.17,male,18,3.73,1.97,1.89
2376,25,62,2,54.98,0,0.19,0.15,0.08,female,36,2.2,0.89,2.48
2377,7,12,20,29.07,1,0.6,0.9,0,female,26,4.15,2.42,1.71
2378,6,10,214,49.51,0.39,1,0,0.38,female,49,8.25,4.95,1.67
2379,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2380,9,11,97,36.28,0.01,0,0.44,0,male,41,4.03,3.3,1.22
2381,4,8,268,32.76,1,0,0,0.29,female,36,8.19,4.09,2
2382,1,1,295,7.36,0,0,0,0,male,25,7.36,7.36,1
2383,2,2,199,20.3,1,0,1,1,male,23,10.15,10.15,1
2384,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2385,1,2,139,9.43,1,0,0.5,0,female,22,9.43,4.71,2
2386,9,13,10,43.49,0.13,0,0.45,0.64,male,48,4.83,3.35,1.44
2387,3,14,56,27.25,0,0.08,0.58,0,female,37,9.08,1.95,4.67
2388,9,29,66,56.2,0.02,0.58,0.38,0.08,male,34,6.24,1.94,3.22
2389,1,1,334,20.62,1,1,1,0,female,41,20.62,20.62,1
2390,8,19,103,45.69,0,0.12,0.56,0.44,male,56,5.71,2.4,2.38
2391,20,32,27,52.51,0,0.63,0.63,0.07,female,62,2.63,1.64,1.6
2392,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2393,4,7,134,26.11,0.25,0,0.17,0.33,female,56,6.53,3.73,1.75
2394,3,12,71,46.05,1,0.4,0.3,0,male,42,15.35,3.84,4
2395,2,2,198,41.78,1,0.5,0.5,0,female,38,20.89,20.89,1
2396,2,2,29,15.3,1,0,0.5,0,female,33,7.65,7.65,1
2397,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2399,1,1,205,18.14,1,0,0,1,female,50,18.14,18.14,1
2400,14,28,88,44.53,0.09,0.35,0.65,0.35,male,31,3.18,1.59,2
2401,1,2,26,11.14,1,0,0,0,female,45,11.14,5.57,2
2402,9,16,1,40.5,0.05,0.77,0.46,0.15,male,30,4.5,2.53,1.78
2403,1,2,339,27.34,0.25,0,0,0,male,29,27.34,13.67,2
2404,1,1,108,9.44,1,0,1,0,female,71,9.44,9.44,1
2405,7,16,10,45.84,0.09,1,0.15,0.31,female,30,6.55,2.87,2.29
2406,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2407,10,19,32,34.54,0.1,0.12,0.69,0.25,female,36,3.45,1.82,1.9
2408,1,1,324,20.97,0,0,0,0,female,30,20.97,20.97,1
2409,8,10,46,48.78,0.39,0.62,0.38,0.12,male,31,6.1,4.88,1.25
2410,1,1,6,15.3,1,0,1,0,female,50,15.3,15.3,1
2411,35,68,1,63.42,0.11,0.18,0.42,0.19,male,39,1.81,0.93,1.94
2412,1,1,156,8.81,1,1,0,0,male,54,8.81,8.81,1
2413,1,2,331,21.21,0.25,0,1,0,female,35,21.21,10.61,2
2414,1,2,148,30.82,0,0,0.5,0,female,30,30.82,15.41,2
2415,38,59,7,61.71,0.05,0.57,0.8,0.02,male,34,1.62,1.05,1.55
2416,1,1,104,9.88,1,0,1,0,female,25,9.88,9.88,1
2417,1,2,9,12.22,1,0,0,0,male,28,12.22,6.11,2
2419,7,8,12,30.54,1,0.14,0.29,0,female,50,4.36,3.82,1.14
2420,1,2,112,10.48,0,0,0,0,female,28,10.48,5.24,2
2421,1,1,265,-4.72,0,0,1,0,male,52,-4.72,-4.72,1
2422,4,7,4,39.19,0.25,0.5,1,0,male,42,9.8,5.6,1.75
2423,3,4,209,20.18,0.44,0,0.33,0.67,male,20,6.73,5.04,1.33
2424,19,35,3,35.78,0.63,0,0.62,0,male,27,1.88,1.02,1.84
2425,7,42,27,50.07,0.18,0.4,0.4,0.09,male,42,7.15,1.19,6
2426,20,42,19,56.64,0.29,0.69,0.4,0,female,37,2.83,1.35,2.1
2427,1,1,299,20.96,1,0,0,1,male,49,20.96,20.96,1
2428,6,10,38,27.7,0.39,0.38,0.25,0.75,female,21,4.62,2.77,1.67
2429,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2430,7,12,170,28.45,0.25,0,0.9,0.1,female,33,4.06,2.37,1.71
2431,3,5,210,27.92,1,0,0.5,0,female,58,9.31,5.58,1.67
2432,13,50,56,44.15,0.15,0.14,0.52,0.14,male,34,3.4,0.88,3.85
2433,2,2,116,24.7,0.25,0,1,0.5,female,18,12.35,12.35,1
2434,3,16,68,41.77,0.38,0.15,0.31,0,male,30,13.92,2.61,5.33
2435,2,8,52,26.69,0.18,0.29,0,0,male,65,13.35,3.34,4
2437,2,2,29,24.76,0.25,0,1,0.5,female,34,12.38,12.38,1
2438,1,2,307,17.56,1,1,0.5,0,male,42,17.56,8.78,2
2439,3,7,59,35.78,0.11,0,0.67,0,female,47,11.93,5.11,2.33
2440,3,6,54,24.69,0.36,0,0.8,0.2,male,37,8.23,4.12,2
2442,3,8,47,26.39,1,1,0.57,0.14,female,59,8.8,3.3,2.67
2443,7,19,5,49.15,0,0.12,0.38,0.69,female,51,7.02,2.59,2.71
2444,2,2,47,19.56,0.25,0.5,0.5,1,female,41,9.78,9.78,1
2445,2,8,154,40.21,0.18,1,0.43,0,female,36,20.11,5.03,4
2446,2,7,77,40.19,0.25,0.17,0.33,0,male,44,20.09,5.74,3.5
2447,7,12,117,38.34,0,0.4,0.7,0.1,female,54,5.48,3.2,1.71
2448,1,1,320,0.6,0,0,1,1,female,31,0.6,0.6,1
2449,4,6,269,34.86,0.04,0,0.2,0.4,male,50,8.71,5.81,1.5
2450,7,25,38,42.17,0.08,0.05,0.14,0.29,male,18,6.02,1.69,3.57
2451,1,1,275,6.27,1,0,0,0,female,33,6.27,6.27,1
2452,2,2,126,29.5,0,1,1,0,male,53,14.75,14.75,1
2453,1,1,328,12.59,1,0,1,0,female,46,12.59,12.59,1
2454,6,17,46,38.68,0.08,0.36,0.64,0.5,male,26,6.45,2.28,2.83
2455,4,5,49,26.75,1,0,1,0,female,42,6.69,5.35,1.25
2456,11,36,28,43.76,0.22,0,0.63,0.07,male,41,3.98,1.22,3.27
2457,4,7,114,26.39,0.03,0.17,1,0,male,23,6.6,3.77,1.75
2458,2,4,147,14.11,1,0,0.33,0.67,female,42,7.05,3.53,2
2459,6,16,77,45.64,0.09,0,0.38,0.31,male,34,7.61,2.85,2.67
2460,2,4,20,24.08,0.11,0.33,0,1,female,38,12.04,6.02,2
2461,14,29,29,43,0.14,0.5,0.25,0.29,female,45,3.07,1.48,2.07
2462,4,11,11,35.39,0.11,0,0.33,0.44,female,18,8.85,3.22,2.75
2463,3,10,296,31.32,0.06,0.75,0.5,0,male,33,10.44,3.13,3.33
2464,1,7,68,21.36,0,0,0.67,0,female,48,21.36,3.05,7
2465,7,11,27,39.6,0.79,0.56,0.89,0,female,33,5.66,3.6,1.57
2466,18,30,2,60.26,0.23,1,0.2,0.28,female,58,3.35,2.01,1.67
2467,1,1,134,18.95,1,0,1,0,male,59,18.95,18.95,1
2468,2,6,140,43.3,0.36,1,0.8,0,female,41,21.65,7.22,3
2469,8,11,209,45.72,0.6,0.33,0.11,0,male,64,5.71,4.16,1.38
2470,2,7,297,22.23,0.11,0,0.5,0,male,41,11.12,3.18,3.5
2471,1,7,27,31.45,1,0,1,0,male,29,31.45,4.49,7
2472,2,2,162,16.42,0.25,0,1,0,female,21,8.21,8.21,1
2473,18,24,19,42.19,0.09,0.05,0.5,0.35,male,30,2.34,1.76,1.33
2474,1,2,222,8.1,0.25,0,1,0,male,29,8.1,4.05,2
2475,1,12,119,24.34,0.01,0,1,0,male,32,24.34,2.03,12
2476,9,25,26,55.85,0.44,0.05,0.48,0.24,female,57,6.21,2.23,2.78
2477,8,11,33,32.13,0.2,0.67,0.56,0.33,female,38,4.02,2.92,1.38
2478,2,5,6,20.12,0.56,0,0.75,0,female,49,10.06,4.02,2.5
2479,1,1,336,25.24,1,1,0,0,male,30,25.24,25.24,1
2480,4,5,217,20.91,0.56,0,0.75,0.25,male,36,5.23,4.18,1.25
2481,13,32,23,53.29,0.11,0,0.89,0,female,49,4.1,1.67,2.46
2482,3,7,169,27.78,0.11,0,0.17,0,female,47,9.26,3.97,2.33
2483,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2484,3,6,45,28.09,0.36,0.2,0.8,0,male,32,9.36,4.68,2
2485,2,5,140,23.89,1,0,0.25,0,male,37,11.95,4.78,2.5
2486,2,4,193,16.01,1,0,0,1,male,24,8.01,4,2
2487,1,5,139,26.99,0.25,0,1,0,male,54,26.99,5.4,5
2488,1,1,212,21.81,1,1,1,1,male,39,21.81,21.81,1
2489,3,4,20,25.56,0.11,0.33,1,0,male,27,8.52,6.39,1.33
2490,1,1,350,16.37,1,0,1,0,male,28,16.37,16.37,1
2491,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2492,1,1,324,4.52,1,0,1,0,female,52,4.52,4.52,1
2493,4,6,201,37.9,1,1,0.8,0,male,36,9.47,6.32,1.5
2494,1,1,31,1.52,0,0,0,1,male,25,1.52,1.52,1
2495,4,5,3,32.89,0,0,1,0.25,female,45,8.22,6.58,1.25
2496,6,10,64,20.5,0,0,0.88,0,female,33,3.42,2.05,1.67
2497,2,7,112,28.33,0.11,0,0.5,0.5,female,22,14.16,4.05,3.5
2498,3,8,308,21.75,0.08,0.71,0.57,0.29,male,48,7.25,2.72,2.67
2499,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2500,8,23,99,38.09,0.04,0.11,0.68,0,male,40,4.76,1.66,2.88
2501,2,2,266,26.44,1,0,1,0.5,male,45,13.22,13.22,1
2502,1,1,155,18.61,0,1,1,0,female,62,18.61,18.61,1
2503,4,10,145,39.74,0.06,0,1,0.12,female,19,9.94,3.97,2.5
2504,1,2,345,24.55,1,0,1,0,female,24,24.55,12.28,2
2506,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2507,1,1,161,14.53,1,1,1,0,female,57,14.53,14.53,1
2508,6,17,105,42.05,0.62,0.21,0.5,0.43,female,44,7.01,2.47,2.83
2509,8,29,185,58.48,0.06,0.83,0.08,0.04,female,37,7.31,2.02,3.62
2510,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,2,4,55,14.82,1,0,0,0.67,female,36,7.41,3.7,2
2512,2,8,324,34.26,0.51,0.57,0.71,0,male,41,17.13,4.28,4
2513,1,1,263,2.92,1,0,0,0,male,59,2.92,2.92,1
2514,3,10,20,48.31,0.06,0.5,0.5,0,male,30,16.1,4.83,3.33
2516,1,1,23,-2.22,1,0,1,0,male,54,-2.22,-2.22,1
2517,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2518,1,7,215,27.06,0.11,0,0,1,female,29,27.06,3.87,7
2519,1,2,239,8.52,1,0,1,0,male,39,8.52,4.26,2
2520,1,2,173,17.06,1,0,0,1,male,74,17.06,8.53,2
2521,10,14,204,42.7,0.17,0.25,0.67,0.25,male,30,4.27,3.05,1.4
2522,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2523,6,8,40,28.34,1,0.71,0.43,0.43,female,45,4.72,3.54,1.33
2524,12,48,26,57,0,0.38,0.57,0.18,male,25,4.75,1.19,4
2525,3,28,44,41.47,0.01,0.52,0.39,0.22,male,35,13.82,1.48,9.33
2526,10,17,2,46.04,0.25,0.14,0.43,0,male,49,4.6,2.71,1.7
2527,9,19,223,37.74,0,0,0.75,0.38,female,46,4.19,1.99,2.11
2528,1,1,5,-8.59,1,0,1,0,female,51,-8.59,-8.59,1
2529,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,4,8,114,42.96,0.02,0.29,0.71,0,male,52,10.74,5.37,2
2531,1,1,215,4.74,1,0,1,0,female,60,4.74,4.74,1
2532,1,1,263,1.69,1,0,1,0,male,50,1.69,1.69,1
2533,4,6,83,29.68,0.64,0.2,1,0.2,male,51,7.42,4.95,1.5
2534,2,16,53,32.59,0.01,0,0.08,0.46,male,29,16.3,2.04,8
2535,7,11,58,39.58,0.01,0.11,0.56,0,female,41,5.65,3.6,1.57
2536,7,8,20,31.06,0.73,0,0.29,0,female,38,4.44,3.88,1.14
2537,1,4,62,14.17,0,0,1,0,female,36,14.17,3.54,4
2538,1,1,87,12.95,1,0,0,0,female,29,12.95,12.95,1
2539,1,8,122,18.79,0.51,0,0.57,0,female,28,18.79,2.35,8
2540,21,36,88,68.6,0.19,0.87,0.43,0.13,male,47,3.27,1.91,1.71
2541,2,20,53,34.19,0.01,0,0.12,0.53,female,26,17.09,1.71,10
2542,1,2,205,17.25,0.25,0,0,1,male,48,17.25,8.62,2
2543,7,8,102,26.84,0,0,0.86,0.14,male,33,3.83,3.36,1.14
2544,4,16,45,50.1,0.15,0.85,0.31,0,female,31,12.53,3.13,4
2545,9,10,20,38.73,0.39,0.25,0.75,0,female,41,4.3,3.87,1.11
2546,6,6,8,42.24,1,0.4,0.6,0,female,28,7.04,7.04,1
2547,6,16,23,48.92,0.15,0.46,0.46,0.46,female,21,8.15,3.06,2.67
2548,1,2,104,22.71,1,0.5,0.5,0,male,63,22.71,11.36,2
2549,2,2,97,17.41,0.25,0,0.5,0,female,23,8.7,8.7,1
2550,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,3,5,209,19.25,0.06,0,0.25,0.75,female,18,6.42,3.85,1.67
2552,1,1,97,-1.83,1,0,1,0,male,30,-1.83,-1.83,1
2553,11,14,41,29.61,0.06,0,0.5,0.08,female,60,2.69,2.11,1.27
2554,3,6,93,31.24,0.16,0.8,0.6,0,female,56,10.41,5.21,2
2555,2,2,170,21.91,1,0,0,0.5,female,65,10.96,10.96,1
2556,18,43,5,52.84,0.04,0.06,0.33,0,female,30,2.94,1.23,2.39
2557,11,17,9,26.97,1,0,0.5,0.21,female,37,2.45,1.59,1.55
2558,1,2,253,11.36,1,0,0,1,male,23,11.36,5.68,2
2559,1,2,79,24,0,1,0,0,female,18,24,12,2
2560,2,4,36,40.66,0.44,0.33,0.67,0.33,male,50,20.33,10.16,2
2561,2,4,187,24.53,0.11,0,0,0.67,male,18,12.27,6.13,2
2562,4,13,108,52.87,0.03,0.82,0.64,0,female,32,13.22,4.07,3.25
2563,2,4,173,20.78,1,0,1,0.67,male,43,10.39,5.2,2
2564,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2565,3,4,116,12.98,0.44,0,0.67,0,female,40,4.33,3.25,1.33
2566,1,1,214,7.06,1,0,0,1,male,20,7.06,7.06,1
2567,2,2,331,20.87,1,0,1,0,female,38,10.44,10.44,1
2568,2,2,72,12.95,1,0,1,0,female,27,6.47,6.47,1
2569,1,2,305,17,0.25,0.5,0.5,0,female,22,17,8.5,2
2570,4,8,136,36.54,1,0,0.43,0.71,male,52,9.13,4.57,2
2571,18,36,42,56.66,0.19,0.8,0.23,0.07,female,32,3.15,1.57,2
2572,1,1,326,-2.03,1,0,0,0,female,62,-2.03,-2.03,1
2573,10,30,50,46.45,0.06,0.68,0.64,0.36,female,48,4.65,1.55,3
2574,1,1,194,20.95,1,1,0,1,male,40,20.95,20.95,1
2575,1,2,38,24.57,1,1,0.5,0,male,41,24.57,12.29,2
2576,10,13,129,38.67,1,0.36,0.55,0.18,male,60,3.87,2.97,1.3
2577,4,11,16,33.75,0.11,0.78,0.11,0.44,female,18,8.44,3.07,2.75
2578,6,11,32,33.04,0.01,0.22,0.78,0.11,female,26,5.51,3,1.83
2579,4,6,143,41.49,0.36,0.6,0,0,male,63,10.37,6.92,1.5
2580,1,8,316,26.95,0.02,0,0,1,male,31,26.95,3.37,8
2581,2,2,68,14.04,0.25,0,1,0,male,55,7.02,7.02,1
2582,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,3,6,67,25.64,0.36,0.2,0,1,female,18,8.55,4.27,2
2584,14,26,24,53.16,0.17,1,0.18,0,male,22,3.8,2.04,1.86
2585,2,2,282,10.85,1,0,0.5,0.5,male,50,5.42,5.42,1
2586,4,5,199,27.34,0.06,0,0.75,0.5,male,51,6.84,5.47,1.25
2587,16,30,36,47.95,0.23,0.92,0.52,0.36,female,57,3,1.6,1.88
2588,1,1,294,15.71,1,0,0,1,female,23,15.71,15.71,1
2589,1,2,67,7.28,1,0,0,1,female,51,7.28,3.64,2
2590,15,24,23,56.94,0.25,1,0.8,0,female,40,3.8,2.37,1.6
2591,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2592,11,23,136,41.62,0.4,0.11,0.16,0.26,female,27,3.78,1.81,2.09
2593,2,4,254,29.75,0.11,0,0,0,male,48,14.88,7.44,2
2594,11,17,82,41.73,0.01,0.57,0.79,0.07,female,74,3.79,2.45,1.55
2595,4,7,225,18.08,0.25,0,0.67,0.17,female,27,4.52,2.58,1.75
2596,11,31,53,42.23,0.05,0.23,0.27,0.08,female,54,3.84,1.36,2.82
2597,1,1,4,9.38,1,0,0,0,male,45,9.38,9.38,1
2598,2,5,150,13.75,1,0,0.25,0,female,39,6.88,2.75,2.5
2599,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2600,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2601,1,2,39,28.41,1,0.5,0.5,0,male,44,28.41,14.21,2
2602,1,1,245,41.05,1,0,1,0,female,53,41.05,41.05,1
2603,2,4,351,25.66,1,0,0,0,male,18,12.83,6.42,2
2604,1,1,244,13.11,1,0,1,0,male,59,13.11,13.11,1
2605,4,6,146,6.21,1,0,0.4,0.2,male,65,1.55,1.03,1.5
2606,2,2,77,8.31,0.25,0,0.5,0,female,39,4.16,4.16,1
2607,21,35,9,45.31,1,0.14,0.28,0.14,male,34,2.16,1.29,1.67
2608,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2609,4,10,76,26.39,0.39,0.12,0.12,0,female,25,6.6,2.64,2.5
2610,2,10,172,31.49,0,0.12,0.25,0,female,27,15.74,3.15,5
2611,2,8,17,24.89,1,0,0.86,0,female,30,12.45,3.11,4
2612,3,6,4,32.66,0.36,0.8,0.6,0,female,57,10.89,5.44,2
2613,1,1,184,5.27,1,0,1,0,female,18,5.27,5.27,1
2614,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,2,2,130,20.97,1,0,0.5,0,male,34,10.48,10.48,1
2616,4,8,123,45.77,0.18,0,0.29,0.43,male,41,11.44,5.72,2
2617,1,1,109,11.85,0,1,1,1,male,38,11.85,11.85,1
2618,2,5,151,46.42,1,0.5,0.25,0,male,24,23.21,9.28,2.5
2619,1,1,214,7.11,1,0,1,0,female,38,7.11,7.11,1
2620,2,7,337,22.73,0,0.17,0,0,male,26,11.37,3.25,3.5
2621,2,4,178,27.57,1,0,0,0.33,female,22,13.79,6.89,2
2622,2,2,211,21.3,0,1,0,0,female,18,10.65,10.65,1
2623,12,24,30,44.61,0.81,0,0.2,0.1,female,58,3.72,1.86,2
2624,7,10,70,34.73,1,0,0.62,0.25,male,53,4.96,3.47,1.43
2625,9,18,104,38.41,0.11,0.13,0.13,0,female,40,4.27,2.13,2
2626,7,18,2,41.78,0.54,0,0.2,0,female,22,5.97,2.32,2.57
2627,1,4,146,8.35,0.11,0,0.67,0.33,male,24,8.35,2.09,4
2628,2,5,47,26.6,1,0,1,0,male,34,13.3,5.32,2.5
2629,4,6,191,53.93,0.04,0.6,0.4,0.4,female,25,13.48,8.99,1.5
2630,13,30,13,47.83,0.16,0.2,0.76,0.04,female,36,3.68,1.59,2.31
2631,2,2,202,19.29,0,0,0.5,0,male,46,9.64,9.64,1
2632,3,13,53,50.25,0.07,0.73,0.64,0,female,22,16.75,3.87,4.33
2633,3,19,3,44.93,0.19,0,0.88,0,female,36,14.98,2.36,6.33
2634,47,79,36,70.82,0.94,0.94,0.79,0.08,male,31,1.51,0.9,1.68
2635,3,4,28,26.67,0.44,0,0.33,0,female,37,8.89,6.67,1.33
2636,1,2,127,19.95,1,0,0.5,0.5,male,41,19.95,9.97,2
2637,23,48,11,66.32,0.3,0.8,0.38,0,female,31,2.88,1.38,2.09
2638,3,6,223,22.91,0.64,0.4,0.4,0.4,female,23,7.64,3.82,2
2639,1,6,199,15.83,0.64,0,0.6,0,female,51,15.83,2.64,6
2640,3,4,35,23.2,1,0,0.33,0.67,male,62,7.73,5.8,1.33
2641,6,7,69,28.17,0.69,0,0.17,0,female,47,4.7,4.02,1.17
2642,2,5,218,33.48,1,1,0,0.5,male,25,16.74,6.7,2.5
2643,4,5,169,26.92,0.56,0,0.5,0.25,male,58,6.73,5.38,1.25
2644,1,2,59,19.47,0,1,0,1,male,30,19.47,9.73,2
2645,2,2,76,19.19,1,1,0,0.5,male,26,9.6,9.6,1
2646,2,2,219,20.08,0.25,1,1,0,male,26,10.04,10.04,1
2647,2,2,254,30.61,0,0.5,0,1,female,18,15.3,15.3,1
2648,2,2,47,32.43,1,1,1,0,female,29,16.21,16.21,1
2649,1,5,178,19.91,1,0,0.5,0,female,71,19.91,3.98,5
2650,1,1,200,14.64,1,0,1,0,female,51,14.64,14.64,1
2651,16,31,23,50.09,0.05,0.46,0.31,0.23,female,25,3.13,1.62,1.94
2652,1,2,3,12.93,0,0,1,0,female,20,12.93,6.46,2
2653,8,11,0,33.52,0.44,0.33,0.89,0,female,27,4.19,3.05,1.38
2654,1,2,234,19.75,1,0,0,0,female,20,19.75,9.88,2
2655,2,4,132,26.54,0.11,0,0.67,1,female,59,13.27,6.63,2
2657,4,7,75,34.53,0.25,0.83,0.33,0.83,female,57,8.63,4.93,1.75
2658,1,1,354,6.45,1,0,1,0,male,34,6.45,6.45,1
2659,1,1,42,-7.2,1,0,1,0,female,35,-7.2,-7.2,1
2660,6,13,220,49.55,0.03,0.36,0.27,0.64,female,32,8.26,3.81,2.17
2661,2,2,28,16.24,1,1,1,0,male,64,8.12,8.12,1
2662,1,1,263,17.96,1,0,1,0,female,46,17.96,17.96,1
2663,7,17,234,49.45,0.01,0.29,0.5,0.29,female,19,7.06,2.91,2.43
2664,7,7,65,41.06,0.03,0.17,0,0.17,female,51,5.87,5.87,1
2665,2,4,95,12.76,1,0,0.33,0,female,35,6.38,3.19,2
2666,2,2,89,4.96,1,0,0.5,1,female,28,2.48,2.48,1
2667,12,18,15,57.74,0.22,1,0.27,0,male,34,4.81,3.21,1.5
2668,1,6,89,31.5,0.04,0,0,0,male,27,31.5,5.25,6
2669,7,7,17,28.91,0.25,0,0.33,0.67,female,31,4.13,4.13,1
2670,6,12,116,29.66,0.04,0.2,0.4,0,female,38,4.94,2.47,2
2671,3,11,33,40.58,0.31,0.67,0.78,0,female,42,13.53,3.69,3.67
2672,14,48,22,63.72,0.39,0,0.57,0.08,female,48,4.55,1.33,3.43
2673,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2674,3,22,128,43.14,1,0,0.22,0.33,male,32,14.38,1.96,7.33
2675,6,8,59,42.49,0.73,0.86,0.71,0,female,66,7.08,5.31,1.33
2676,15,36,5,47.71,0.22,0.6,0.83,0.03,male,29,3.18,1.33,2.4
2677,1,8,320,37,1,0,0.43,0,female,37,37,4.62,8
2678,2,2,233,41.07,0,0.5,0.5,0,female,26,20.54,20.54,1
2679,12,17,14,41.7,0.05,0.14,0.43,0,female,44,3.48,2.45,1.42
2680,18,20,11,43.84,0.68,0.82,0.47,0.24,female,64,2.44,2.19,1.11
2681,1,2,221,4.08,1,0,0,1,female,33,4.08,2.04,2
2682,4,10,159,21.14,0.06,0,0.38,0.38,female,53,5.29,2.11,2.5
2683,1,1,308,11.31,1,0,0,0,male,26,11.31,11.31,1
2684,2,2,121,24.52,0,1,0.5,0,male,28,12.26,12.26,1
2685,2,2,143,0.46,0.25,0,1,0,female,35,0.23,0.23,1
2686,2,4,147,20.58,1,0,0.67,0.33,female,35,10.29,5.14,2
2687,2,7,105,31.24,0.44,0.83,0.67,0,female,39,15.62,4.46,3.5
2688,1,1,77,1.19,1,0,0,0,female,60,1.19,1.19,1
2690,10,13,13,58,1,0.91,0.27,0.27,female,53,5.8,4.46,1.3
2691,1,1,140,10.11,0,0,1,0,male,61,10.11,10.11,1
2692,3,14,224,37.23,0.03,0,0.25,0,male,19,12.41,2.66,4.67
