customerID,nOrders,nItems,daysSinceLastOrder,margin,returnRatio,shareOwnBrand,shareVoucher,shareSale,gender,age,marginPerOrder,marginPerItem,itemsPerOrder,futureMargin
2342,3,12,10,40.5,0.36,0.7,0.4,0.9,male,18,13.5,3.38,4,30.02
2343,8,14,43,34.31,0.11,0,0.92,0.08,male,29,4.29,2.45,1.75,28.1
2344,8,17,47,29.86,0.13,0.07,0.07,0.93,male,31,3.73,1.76,2.12,22.78
2346,7,11,150,41.86,0.05,0,0.44,0.33,female,27,5.98,3.81,1.57,52.64
2347,12,16,30,54.57,0.15,0.62,0.92,0.08,male,43,4.55,3.41,1.33,30.49
2348,2,2,352,16.68,0,1,0,1,male,52,8.34,8.34,1,10.83
2349,1,1,354,3.81,1,0,1,0,male,52,3.81,3.81,1,0.56
2350,1,2,354,20.72,1,1,1,0,female,54,20.72,10.36,2,32.53
2351,2,8,82,29.23,0.08,0,0.86,0.14,female,18,14.62,3.65,4,15.22
2352,1,1,354,15.7,1,0,1,0,female,47,15.7,15.7,1,10.28
2353,1,1,353,22.64,1,1,0,0,male,21,22.64,22.64,1,0
2354,10,19,69,48.26,0.19,0.38,0.12,0,male,31,4.83,2.54,1.9,58.43
2355,1,1,353,11.69,1,0,1,0,female,30,11.69,11.69,1,35.49
2356,10,13,45,45.9,0.13,0.45,0.55,0.55,male,59,4.59,3.53,1.3,47.86
2357,2,4,131,18.16,1,0.67,0.67,0,male,50,9.08,4.54,2,19.56
2358,1,1,352,2.12,0,0,1,0,male,34,2.12,2.12,1,14.83
2359,2,4,325,41.51,0.44,0.33,0.33,0,male,47,20.75,10.38,2,44.75
2360,1,1,352,10.03,1,0,1,0,female,29,10.03,10.03,1,43.62
2361,4,11,22,39.71,0.05,0.44,0.33,0.56,female,56,9.93,3.61,2.75,52.94
2362,12,16,30,36.84,0.29,0.23,0.23,0.08,female,37,3.07,2.3,1.33,40.59
2363,2,2,19,27.54,1,0,1,0,female,42,13.77,13.77,1,13.8
2364,6,8,3,40.96,0.73,0,0.14,0,male,37,6.83,5.12,1.33,21.4
2365,1,1,351,6.12,1,0,1,1,female,29,6.12,6.12,1,6.25
2366,9,17,217,44.08,1,0,0.43,0.36,male,26,4.9,2.59,1.89,32.46
2367,1,1,351,7.27,1,0,1,0,male,52,7.27,7.27,1,-5.48
2368,7,8,52,40.9,1,0.57,0.86,0,male,45,5.84,5.11,1.14,52.53
2369,7,8,38,36.91,0.51,0,0.43,0,female,65,5.27,4.61,1.14,33.51
2370,4,14,169,30.69,0.11,0.17,0.42,0,female,24,7.67,2.19,3.5,30.52
2371,2,2,4,17.96,1,0,0.5,0,male,55,8.98,8.98,1,8.68
2372,2,7,333,19.33,0.11,0,0.33,0.33,female,34,9.66,2.76,3.5,8.97
2373,3,4,199,21.89,1,0,0.67,0,male,66,7.3,5.47,1.33,36.28
2374,2,2,208,6.73,1,0,0.5,0.5,female,38,3.37,3.37,1,18.6
2375,41,71,24,64.77,0.06,0.78,0.25,0.36,male,26,1.58,0.91,1.73,70.78
2376,18,29,8,49.1,0.02,0.12,0.08,0,female,46,2.73,1.69,1.61,54.98
2377,6,12,63,37.88,0.64,0.6,0.3,0,female,34,6.31,3.16,2,29.07
2378,2,4,12,38.3,0.44,1,0.33,0.67,female,63,19.15,9.57,2,49.51
2379,2,2,342,27.63,0.25,0,0.5,0,female,27,13.81,13.81,1,0
2380,6,8,75,25.9,0.33,0.43,0.57,0,male,44,4.32,3.24,1.33,36.28
2381,4,5,46,32.87,0.25,0,0,0,female,43,8.22,6.57,1.25,32.76
2382,4,10,43,44.42,0.25,0,0.38,0.5,male,25,11.11,4.44,2.5,7.36
2383,3,4,63,17.6,0.44,0.33,0.33,0.67,male,29,5.87,4.4,1.33,20.3
2384,1,1,348,0.6,1,0,1,0,male,52,0.6,0.6,1,0
2385,3,5,69,20.66,1,0,0.5,0.25,female,18,6.89,4.13,1.67,9.43
2386,8,13,44,34.78,0.3,0,0.27,0.55,male,47,4.35,2.68,1.62,43.49
2387,26,77,19,67.49,0,0.59,0.23,0.03,female,26,2.6,0.88,2.96,27.25
2388,4,10,223,36.18,0.02,0,0.25,0.25,male,23,9.04,3.62,2.5,56.2
2389,1,1,59,27.7,0,1,0,0,female,50,27.7,27.7,1,20.62
2390,29,47,38,47.84,0.08,0.03,0.54,0.23,male,53,1.65,1.02,1.62,45.69
2391,13,25,16,51.62,0.02,1,0.29,0.1,female,67,3.97,2.06,1.92,52.51
2392,2,4,222,10.49,1,0,0,0.67,female,34,5.25,2.62,2,0
2393,2,4,261,18.9,1,0,0,1,female,52,9.45,4.72,2,26.11
2394,6,16,17,38.26,1,0.15,0.23,0,male,35,6.38,2.39,2.67,46.05
2395,1,1,208,12.95,1,0,0,0,female,49,12.95,12.95,1,41.78
2396,1,1,345,3.12,1,0,1,0,female,39,3.12,3.12,1,15.3
2397,1,2,345,15.68,1,1,0,0,female,28,15.68,7.84,2,0
2399,2,2,343,8.73,0.25,0,1,0.5,female,51,4.37,4.37,1,18.14
2400,14,17,15,40.12,0.51,0.14,0.57,0.36,male,46,2.87,2.36,1.21,44.53
2401,7,10,89,26.67,0.39,0.25,0.12,0.75,female,49,3.81,2.67,1.43,11.14
2402,9,13,13,43.97,0.21,0.73,0.18,0,male,21,4.89,3.38,1.44,40.5
2403,1,1,344,1.46,1,0,0,0,male,25,1.46,1.46,1,27.34
2404,2,2,160,18.7,1,0,0.5,0,female,74,9.35,9.35,1,9.44
2405,3,8,143,36.78,0.33,1,0,0.43,female,35,12.26,4.6,2.67,45.84
2406,3,4,180,25,1,0,0.67,0,male,57,8.33,6.25,1.33,0
2407,4,7,17,16.3,0.44,0,0.17,0.33,female,26,4.08,2.33,1.75,34.54
2408,6,16,117,29.85,0,0.38,0.31,0,female,28,4.98,1.87,2.67,20.97
2409,8,10,51,48.75,0.56,0.88,0.12,0.12,male,29,6.09,4.88,1.25,48.78
2410,2,2,336,19.05,0.25,0,1,0,female,47,9.53,9.53,1,15.3
2411,16,19,73,55.47,0.19,0.81,0.44,0.12,male,45,3.47,2.92,1.19,63.42
2412,3,4,208,22.19,1,0.33,1,0,male,56,7.4,5.55,1.33,8.81
2413,2,2,11,25.31,0.25,0,0,0.5,female,31,12.65,12.65,1,21.21
2414,2,4,201,21.54,0.11,0,0.67,0,female,26,10.77,5.38,2,30.82
2415,18,32,6,54.06,0.2,0.15,0.52,0.44,male,44,3,1.69,1.78,61.71
2416,1,1,342,3.38,1,0,1,0,female,18,3.38,3.38,1,9.88
2417,2,5,25,26.03,1,0,0,0,male,33,13.02,5.21,2.5,12.22
2419,3,5,110,27.87,1,0,0.5,0,female,51,9.29,5.57,1.67,30.54
2420,6,6,47,46.06,0.04,0.6,0.4,0,female,37,7.68,7.68,1,10.48
2421,1,1,341,13.56,1,0,1,0,male,48,13.56,13.56,1,-4.72
2422,1,1,341,8.14,1,0,1,0,male,40,8.14,8.14,1,39.19
2423,8,10,12,34.37,1,0,0.25,0.75,male,31,4.3,3.44,1.25,20.18
2424,6,6,241,24.67,0.64,0,0.6,0,male,38,4.11,4.11,1,35.78
2425,3,10,305,46.48,0.14,0.38,0.75,0.25,male,31,15.49,4.65,3.33,50.07
2426,13,20,123,52.75,0.42,0.47,0.29,0,female,37,4.06,2.64,1.54,56.64
2427,2,2,6,12.75,1,0,0.5,0,male,49,6.38,6.38,1,20.96
2428,2,2,60,29.93,0.25,1,0.5,0.5,female,24,14.96,14.96,1,27.7
2429,4,5,245,20.16,0.56,0,0.75,0.5,female,18,5.04,4.03,1.25,0
2430,12,13,30,37.3,0.53,0,0.45,0.73,female,29,3.11,2.87,1.08,28.45
2431,8,8,159,28.09,0.51,0,0.29,0.29,female,48,3.51,3.51,1,27.92
2432,12,30,299,42.51,0.19,0.24,0.64,0,male,29,3.54,1.42,2.5,44.15
2433,4,5,162,23.07,0.56,0,0.25,0.5,female,18,5.77,4.61,1.25,24.7
2434,9,17,25,37.26,1,0.21,0.14,0.07,male,32,4.14,2.19,1.89,41.77
2435,10,16,138,45.47,0.85,0.54,0.38,0,male,74,4.55,2.84,1.6,26.69
2437,1,1,338,25.47,1,1,0,1,female,32,25.47,25.47,1,24.76
2438,1,1,338,4.35,1,1,0,0,male,39,4.35,4.35,1,17.56
2439,7,11,56,29.79,0.44,0.11,0.11,0,female,58,4.26,2.71,1.57,35.78
2440,7,10,7,23.29,0.25,0,0.62,0.25,male,38,3.33,2.33,1.43,24.69
2442,3,10,198,44.08,1,0.75,0.25,0.62,female,57,14.69,4.41,3.33,26.39
2443,6,17,117,45.73,0.13,0,0.07,0.93,female,47,7.62,2.69,2.83,49.15
2444,1,1,337,15.09,1,0,1,0,female,36,15.09,15.09,1,19.56
2445,3,10,59,35.41,1,0.25,0.5,0.12,female,41,11.8,3.54,3.33,40.21
2446,2,5,63,19.59,1,0,0.75,0,male,50,9.8,3.92,2.5,40.19
2447,4,8,229,31.53,0.02,0.43,1,0,female,56,7.88,3.94,2,38.34
2448,1,1,337,8.99,0,0,0,1,female,42,8.99,8.99,1,0.6
2449,15,19,52,48.78,0.02,0.06,0.75,0.25,male,40,3.25,2.57,1.27,34.86
2450,4,8,138,29.75,0.02,0.14,0.29,0,male,22,7.44,3.72,2,42.17
2451,7,13,12,33.07,0.13,0,0.09,0.82,female,38,4.72,2.54,1.86,6.27
2452,1,4,337,28.38,0,0.67,0.67,0,male,37,28.38,7.09,4,29.5
2453,2,2,197,14.94,1,0,0.5,0,female,48,7.47,7.47,1,12.59
2454,1,1,250,8.68,1,0,1,0,male,34,8.68,8.68,1,38.68
2455,3,4,193,26.34,1,0,1,0,female,36,8.78,6.58,1.33,26.75
2456,10,13,34,27.13,0.21,0,0.91,0.27,male,50,2.71,2.09,1.3,43.76
2457,3,5,44,23.93,0,0,0.5,0,male,32,7.98,4.79,1.67,26.39
2458,1,1,336,20.41,1,1,0,0,female,39,20.41,20.41,1,14.11
2459,10,28,22,43.04,0.12,0,0.74,0.09,male,39,4.3,1.54,2.8,45.64
2460,1,1,335,12.7,0,0,1,0,female,39,12.7,12.7,1,24.08
2461,3,5,52,32.75,0.56,0,0.5,0.5,female,34,10.92,6.55,1.67,43
2462,1,1,335,6.07,1,0,1,0,female,18,6.07,6.07,1,35.39
2463,2,4,5,25.48,0.11,1,0.67,0,male,35,12.74,6.37,2,31.32
2464,2,2,32,23.46,0.25,0,0.5,0,female,54,11.73,11.73,1,21.36
2465,8,10,27,32.28,1,0,1,0,female,25,4.04,3.23,1.25,39.6
2466,19,40,27,69.54,0.83,0.88,0.18,0.21,female,61,3.66,1.74,2.11,60.26
2467,1,1,333,16.97,1,0,0,0,male,60,16.97,16.97,1,18.95
2468,2,2,172,23.85,1,0.5,1,0,female,43,11.93,11.93,1,43.3
2469,1,1,333,14.09,1,1,0,0,male,55,14.09,14.09,1,45.72
2470,2,2,31,10.49,0.25,0,0.5,0,male,31,5.25,5.25,1,22.23
2471,2,5,329,15.36,0.56,0.25,0.5,0.25,male,26,7.68,3.07,2.5,31.45
2472,2,2,317,20.27,0,0,1,0,female,25,10.13,10.13,1,16.42
2473,19,23,3,44.67,0.22,0.05,0.42,0.53,male,25,2.35,1.94,1.21,42.19
2474,2,2,26,18.1,0.25,0,0.5,0,male,28,9.05,9.05,1,8.1
2475,1,4,332,34.6,0.44,0.67,1,1,male,31,34.6,8.65,4,24.34
2476,24,78,4,54.18,0.34,0.17,0.45,0.18,female,41,2.26,0.69,3.25,55.85
2477,14,23,27,38.52,0.34,0.68,0.42,0.37,female,37,2.75,1.67,1.64,32.13
2478,3,8,304,26.76,0.18,0.14,0.43,0,female,48,8.92,3.35,2.67,20.12
2479,1,1,80,16.6,0,1,0,0,male,41,16.6,16.6,1,25.24
2480,3,4,92,22.28,1,0,0,0.67,male,36,7.43,5.57,1.33,20.91
2481,44,54,2,58.24,0.18,0,0.71,0.04,female,48,1.32,1.08,1.23,53.29
2482,2,2,116,15.59,0.25,0,0.5,0.5,female,42,7.8,7.8,1,27.78
2483,1,2,330,18.51,1,0,0.5,0.5,male,34,18.51,9.26,2,0
2484,6,10,43,27.13,0.77,0.12,0.5,0,male,39,4.52,2.71,1.67,28.09
2485,2,2,267,5.31,1,0,1,0,male,40,2.65,2.65,1,23.89
2486,1,1,329,-2.11,1,0,1,0,male,24,-2.11,-2.11,1,16.01
2487,1,1,328,0.81,1,0,0,0,male,53,0.81,0.81,1,26.99
2488,3,7,76,34.32,0.44,0,0.17,0.5,male,33,11.44,4.9,2.33,21.81
2489,8,10,27,31.64,0.77,0.5,0.5,0.12,male,24,3.96,3.16,1.25,25.56
2490,2,4,219,32.6,1,0,0.33,0.67,male,30,16.3,8.15,2,16.37
2491,2,2,190,10.12,1,0,0.5,0.5,female,27,5.06,5.06,1,0
2492,2,2,79,10.53,1,0,0.5,0,female,51,5.26,5.26,1,4.52
2493,1,1,327,13.89,1,1,1,0,male,41,13.89,13.89,1,37.9
2494,2,2,217,7.22,0,0,0.5,1,male,27,3.61,3.61,1,1.52
2495,3,4,126,21.12,0,0,0.67,0,female,54,7.04,5.28,1.33,32.89
2496,10,22,16,43.54,0.01,0,0.83,0.28,female,34,4.35,1.98,2.2,20.5
2497,6,7,64,25.22,0.44,0,0.17,0.67,female,32,4.2,3.6,1.17,28.33
2498,9,12,169,48.4,0.16,0.6,0.4,0.6,male,46,5.38,4.03,1.33,21.75
2499,1,1,325,3.17,1,0,0,1,male,22,3.17,3.17,1,0
2500,8,10,36,41.43,0.06,0,0.75,0,male,35,5.18,4.14,1.25,38.09
2501,1,2,325,15.72,1,0,0.5,0.5,male,34,15.72,7.86,2,26.44
2502,4,5,48,28.09,0.56,0.25,0.75,0,female,69,7.02,5.62,1.25,18.61
2503,1,1,317,17.85,0,0,0,1,female,33,17.85,17.85,1,39.74
2504,2,4,153,20.99,0.11,0,0,0,female,24,10.49,5.25,2,24.55
2506,1,2,324,19.31,1,0,0,1,male,43,19.31,9.65,2,0
2507,1,1,323,-1.68,1,0,1,0,female,45,-1.68,-1.68,1,14.53
2508,2,6,21,27.66,0.64,0,0.4,0.2,female,51,13.83,4.61,3,42.05
2509,3,8,39,39.63,0.02,0.71,0.29,0,female,45,13.21,4.95,2.67,58.48
2510,3,7,29,21.13,0.11,0,0.67,0.67,female,30,7.04,3.02,2.33,0
2511,4,7,119,17.24,1,0,0.67,0.33,female,35,4.31,2.46,1.75,14.82
2512,4,16,11,38.32,0.48,0,0.46,0,male,43,9.58,2.4,4,34.26
2513,1,1,322,12.42,1,0,0,0,male,68,12.42,12.42,1,2.92
2514,11,32,24,54.09,0.09,0.33,0.11,0,male,36,4.92,1.69,2.91,48.31
2516,1,1,321,16.74,1,0,1,0,male,57,16.74,16.74,1,-2.22
2517,1,4,321,6.5,1,0,1,0,male,26,6.5,1.62,4,0
2518,1,7,321,27.12,0.03,0,0.17,0.83,female,34,27.12,3.87,7,27.06
2519,1,1,321,6.09,1,0,1,0,male,46,6.09,6.09,1,8.52
2520,4,5,117,25.99,1,0,0.75,0.25,male,62,6.5,5.2,1.25,17.06
2521,18,32,32,50.08,0.17,0,0.81,0.3,male,25,2.78,1.56,1.78,42.7
2522,4,16,194,33.28,0.01,0,0.77,0.15,male,30,8.32,2.08,4,0
2523,8,10,47,33.75,1,0.25,0.38,0.5,female,46,4.22,3.38,1.25,28.34
2524,9,20,48,33.04,0.03,0.12,0.47,0.82,male,18,3.67,1.65,2.22,57
2525,3,17,274,40.02,0.08,0.5,0.5,0,male,32,13.34,2.35,5.67,41.47
2526,7,13,40,46.85,0.21,0.45,0.18,0.27,male,29,6.69,3.6,1.86,46.04
2527,2,2,98,7.02,0,0,0.5,1,female,41,3.51,3.51,1,37.74
2528,1,4,319,29.71,1,0.67,0.33,0,female,56,29.71,7.43,4,-8.59
2529,1,2,319,13.88,0.25,0,1,0,male,54,13.88,6.94,2,0
2530,2,4,112,25.11,0.44,0.33,0.67,0,male,55,12.55,6.28,2,42.96
2531,3,5,204,21.79,0.06,0,1,0,female,55,7.26,4.36,1.67,4.74
2532,4,5,14,24.7,0.25,0,0.5,0.5,male,44,6.17,4.94,1.25,1.69
2533,8,19,4,35.41,0.1,0.06,0.75,0.38,male,44,4.43,1.86,2.38,29.68
2534,2,8,37,37.09,0.02,0,0,0.29,male,31,18.55,4.64,4,32.59
2535,9,17,24,47.55,0.02,0,0,0.14,female,36,5.28,2.8,1.89,39.58
2536,4,7,258,29.6,0.25,0.33,0.5,0,female,29,7.4,4.23,1.75,31.06
2537,4,10,133,31.17,0.14,0,0.88,0,female,39,7.79,3.12,2.5,14.17
2538,1,1,318,16.83,1,1,0,0,female,29,16.83,16.83,1,12.95
2539,1,2,318,29.5,1,0,0,1,female,21,29.5,14.75,2,18.79
2540,11,20,14,71.92,0,0.88,0.18,0.24,male,56,6.54,3.6,1.82,68.6
2541,7,14,33,50.21,0.25,0.17,0.33,0.08,female,26,7.17,3.59,2,34.19
2542,1,1,317,19.21,1,0,0,1,male,40,19.21,19.21,1,17.25
2543,10,12,23,29.71,0.09,0,0.5,0.7,male,34,2.97,2.48,1.2,26.84
2544,9,30,24,60.2,0.08,0.92,0.36,0.48,female,28,6.69,2.01,3.33,50.1
2545,12,13,96,43.96,0.53,0,0.55,0.36,female,55,3.66,3.38,1.08,38.73
2546,1,1,316,17.02,1,0,0,1,female,31,17.02,17.02,1,42.24
2547,1,2,316,16.72,1,1,0,1,female,27,16.72,8.36,2,48.92
2548,4,8,103,23.52,1,0.43,0.14,0,male,68,5.88,2.94,2,22.71
2549,2,2,44,15.32,1,0,0.5,0.5,female,38,7.66,7.66,1,17.41
2550,1,1,315,9.42,1,0,0,0,female,38,9.42,9.42,1,0
2551,2,2,307,37.7,0.25,1,0,0,female,23,18.85,18.85,1,19.25
2552,3,4,162,11.62,0.44,0,0.33,0.33,male,32,3.87,2.9,1.33,-1.83
2553,8,10,25,36.81,0.14,0,0.25,0.5,female,33,4.6,3.68,1.25,29.61
2554,4,7,52,32.42,0.11,0.33,0.33,0.67,female,48,8.11,4.63,1.75,31.24
2555,4,7,207,24.72,1,0,0.33,0.5,female,59,6.18,3.53,1.75,21.91
2556,19,42,1,47.87,0.07,0.43,0.54,0,female,40,2.52,1.14,2.21,52.84
2557,7,8,0,37.3,1,0,0.57,0.14,female,34,5.33,4.66,1.14,26.97
2558,3,5,173,26.78,1,0,0.25,0,male,18,8.93,5.36,1.67,11.36
2559,2,2,195,29.48,1,0.5,0.5,0,female,32,14.74,14.74,1,24
2560,7,8,49,41.77,0.33,0.29,0.29,0.71,male,46,5.97,5.22,1.14,40.66
2561,6,7,76,31.67,0.44,0,0.5,0.33,male,30,5.28,4.52,1.17,24.53
2562,4,8,82,31.48,0,0.57,0.29,0.43,female,36,7.87,3.94,2,52.87
2563,7,7,20,27.76,1,0,0.67,0,male,52,3.97,3.97,1,20.78
2564,14,35,4,48.77,0,0.1,0.55,0.21,male,28,3.48,1.39,2.5,0
2565,1,1,313,2.33,1,0,0,0,female,45,2.33,2.33,1,12.98
2566,1,1,311,2.77,1,0,1,0,male,18,2.77,2.77,1,7.06
2567,2,2,24,25.25,1,0,1,0,female,47,12.62,12.62,1,20.87
2568,2,2,192,18.94,1,0,0.5,0,female,19,9.47,9.47,1,12.95
2569,3,6,88,34.98,1,1,0,0,female,28,11.66,5.83,2,17
2570,2,2,224,22.52,1,0,0.5,0.5,male,59,11.26,11.26,1,36.54
2571,3,4,123,33.45,0.11,1,0.33,0.33,female,36,11.15,8.36,1.33,56.66
2572,2,2,249,24.47,1,0,1,0,female,61,12.23,12.23,1,-2.03
2573,7,10,39,36.53,0.25,0.38,0.62,0.38,female,37,5.22,3.65,1.43,46.45
2574,1,1,311,12.21,1,1,1,0,male,23,12.21,12.21,1,20.95
2575,2,2,134,12.63,1,0.5,1,0,male,45,6.32,6.32,1,24.57
2576,3,6,62,27.68,0.36,0,0.6,0,male,61,9.23,4.61,2,38.67
2577,2,2,298,17.48,0.25,1,0,0,female,32,8.74,8.74,1,33.75
2578,3,10,281,20.45,0.25,0.12,1,0.38,female,40,6.82,2.04,3.33,33.04
2579,4,6,27,33.51,0.36,1,0,0,male,66,8.38,5.58,1.5,41.49
2580,1,4,310,10.6,0,0,1,1,male,31,10.6,2.65,4,26.95
2581,1,2,309,17.62,1,0,1,0,male,59,17.62,8.81,2,14.04
2582,1,4,309,36.15,0.44,0,1,0,female,48,36.15,9.04,4,0
2583,3,4,22,15.14,1,0,0.33,0.33,female,19,5.05,3.79,1.33,25.64
2584,4,7,6,44.57,0.03,1,0.17,0,male,28,11.14,6.37,1.75,53.16
2585,3,7,143,23.93,0.03,0,0.67,0.5,male,60,7.98,3.42,2.33,10.85
2586,9,14,46,29.04,0.06,0,0.58,0.75,male,46,3.23,2.07,1.56,27.34
2587,14,23,48,51.54,0.1,0.95,0.26,0.32,female,60,3.68,2.24,1.64,47.95
2588,2,2,58,26.24,1,0,1,0,female,24,13.12,13.12,1,15.71
2589,1,1,308,11.65,1,0,0,1,female,54,11.65,11.65,1,7.28
2590,10,31,58,49.58,0.05,1,0.42,0.08,female,49,4.96,1.6,3.1,56.94
2591,1,1,307,-4.69,1,0,1,0,female,48,-4.69,-4.69,1,0
2592,9,11,2,34.66,0.2,0.11,0.33,0.33,female,29,3.85,3.15,1.22,41.62
2593,1,2,307,13.3,1,0,0,0,male,39,13.3,6.65,2,29.75
2594,7,7,136,22.4,0.11,0,1,0,female,70,3.2,3.2,1,41.73
2595,2,5,274,21.21,1,0,0.25,0,female,30,10.61,4.24,2.5,18.08
2596,11,16,23,46.34,0.02,0.15,0.31,0,female,43,4.21,2.9,1.45,42.23
2597,3,5,212,25.87,0.25,0,0,0,male,44,8.62,5.17,1.67,9.38
2598,2,6,212,13.3,1,0,0.8,0,female,27,6.65,2.22,3,13.75
2599,1,1,306,16.21,0,0,0,0,male,32,16.21,16.21,1,0
2600,1,2,305,18.3,0.25,0,0,0,male,87,18.3,9.15,2,0
2601,1,2,305,12.41,1,0,0.5,0,male,40,12.41,6.21,2,28.41
2602,9,11,39,48.42,0.01,0.78,0.56,0.11,female,49,5.38,4.4,1.22,41.05
2603,1,2,304,7.09,1,1,0,0,male,18,7.09,3.54,2,25.66
2604,1,1,305,14.27,1,0,0,0,male,52,14.27,14.27,1,13.11
2605,3,4,91,22.39,0.44,0,0,0.33,male,59,7.46,5.6,1.33,6.21
2606,1,6,304,23.44,0.16,0,0.8,0,female,37,23.44,3.91,6,8.31
2607,4,6,32,33.09,1,0,0,0,male,41,8.27,5.52,1.5,45.31
2608,2,4,89,28.89,0,0,0.33,1,male,28,14.45,7.22,2,0
2609,3,7,79,37.52,1,0,0.17,0,female,19,12.51,5.36,2.33,26.39
2610,4,5,68,30.69,0.25,1,0,0,female,36,7.67,6.14,1.25,31.49
2611,3,4,146,14.86,1,0,0.33,0,female,30,4.95,3.71,1.33,24.89
2612,12,16,22,41.79,0.29,0.08,0.31,0.15,female,57,3.48,2.61,1.33,32.66
2613,3,4,136,26.27,1,0,0,0,female,35,8.76,6.57,1.33,5.27
2614,1,1,303,1,1,0,1,0,female,71,1,1,1,0
2615,2,2,205,13.06,1,0,0,0,male,38,6.53,6.53,1,20.97
2616,1,1,302,15.99,0,0,0,0,male,44,15.99,15.99,1,45.77
2617,1,1,302,22.03,1,0,0,1,male,18,22.03,22.03,1,11.85
2618,1,1,302,10.65,0,1,1,0,male,31,10.65,10.65,1,46.42
2619,3,5,197,25.2,1,0,1,0,female,44,8.4,5.04,1.67,7.11
2620,1,2,302,31.07,0.25,0.5,0,0,male,28,31.07,15.54,2,22.73
2621,1,1,302,22.01,1,0,0,0,female,19,22.01,22.01,1,27.57
2622,1,1,302,15.69,1,0,0,1,female,30,15.69,15.69,1,21.3
2623,10,13,70,33.18,0.67,0,0.27,0,female,58,3.32,2.55,1.3,44.61
2624,8,8,21,29.36,1,0,0.43,0.57,male,56,3.67,3.67,1,34.73
2625,1,1,301,14.74,1,0,0,0,female,39,14.74,14.74,1,38.41
2626,6,8,0,42.48,1,0,0.29,0,female,24,7.08,5.31,1.33,41.78
2627,1,1,301,24.86,1,1,0,0,male,19,24.86,24.86,1,8.35
2628,3,4,176,31.9,1,0,0.67,0.33,male,36,10.63,7.97,1.33,26.6
2629,3,6,33,27.93,0.64,0,0.8,0.2,female,24,9.31,4.66,2,53.93
2630,6,6,13,38.71,0.64,0.2,0.6,0,female,23,6.45,6.45,1,47.83
2631,3,4,237,30.8,0,0,0,0.33,male,45,10.27,7.7,1.33,19.29
2632,3,7,283,33.24,0.03,0.33,0.5,0,female,31,11.08,4.75,2.33,50.25
2633,6,7,90,26.01,0.69,0,0.5,0.33,female,27,4.34,3.72,1.17,44.93
2634,7,11,12,52.26,1,0.78,0.22,0.67,male,25,7.47,4.75,1.57,70.82
2635,1,1,298,19.8,1,0,0,0,female,47,19.8,19.8,1,26.67
2636,1,2,298,19.94,1,0,0.5,0,male,41,19.94,9.97,2,19.95
2637,6,8,136,40.36,0.73,0.71,0.14,0,female,28,6.73,5.04,1.33,66.32
2638,6,10,48,20.58,0.25,0,0.5,0.25,female,27,3.43,2.06,1.67,22.91
2639,9,16,35,28.48,0.29,0.23,0.23,0.38,female,64,3.16,1.78,1.78,15.83
2640,1,1,297,16.8,1,0,0,0,male,57,16.8,16.8,1,23.2
2641,2,2,297,18.12,1,0,0,0,female,49,9.06,9.06,1,28.17
2642,2,2,67,31.94,1,0,1,0.5,male,20,15.97,15.97,1,33.48
2643,7,10,111,30.61,0.25,0,0.12,0.25,male,67,4.37,3.06,1.43,26.92
2644,3,4,133,11.03,0,0,0.67,0.33,male,29,3.68,2.76,1.33,19.47
2645,2,2,93,34.96,0.25,0.5,0,0.5,male,34,17.48,17.48,1,19.19
2646,7,11,60,38.27,0.6,0.44,0.22,0,male,29,5.47,3.48,1.57,20.08
2647,2,2,176,24.94,0.25,0.5,0.5,0.5,female,22,12.47,12.47,1,30.61
2648,10,11,8,28.02,1,0.11,0.78,0,female,35,2.8,2.55,1.1,32.43
2649,4,10,83,30.09,0.56,0,0.5,0,female,84,7.52,3.01,2.5,19.91
2650,7,10,19,28.04,0.56,0,0.12,0.75,female,37,4.01,2.8,1.43,14.64
2651,10,19,9,55.46,0.25,0.44,0.25,0.19,female,24,5.55,2.92,1.9,50.09
2652,2,2,289,21.95,0.25,0.5,0,0,female,41,10.97,10.97,1,12.93
2653,6,7,18,30.34,1,0.83,0.67,0,female,43,5.06,4.33,1.17,33.52
2654,4,6,62,27.98,0.64,0,0.6,0.2,female,25,7,4.66,1.5,19.75
2655,1,2,294,7.61,1,0,0,0,female,43,7.61,3.81,2,26.54
2657,3,6,130,27.7,1,0,0.6,0.6,female,56,9.23,4.62,2,34.53
2658,1,2,294,27.23,0,0,1,0,male,49,27.23,13.62,2,6.45
2659,1,1,293,14.9,1,0,1,0,female,28,14.9,14.9,1,-7.2
2660,3,7,5,30.87,0.44,0.17,0.17,0.67,female,32,10.29,4.41,2.33,49.55
2661,2,4,269,19,1,0.67,0.67,0,male,63,9.5,4.75,2,16.24
2662,1,1,293,13.12,1,0,0,0,female,43,13.12,13.12,1,17.96
2663,7,14,9,40.86,0.03,0,0.58,0.25,female,23,5.84,2.92,2,49.45
2664,2,2,255,24.44,0,0,0,0,female,43,12.22,12.22,1,41.06
2665,1,1,292,24.17,1,0,0,0,female,41,24.17,24.17,1,12.76
2666,3,4,95,20.93,0.44,0,0.67,0.33,female,33,6.98,5.23,1.33,4.96
2667,9,14,52,50.69,0.25,0.83,0.17,0,male,32,5.63,3.62,1.56,57.74
2668,2,7,270,25.33,0.03,0,0.67,0.33,male,38,12.66,3.62,3.5,31.5
2669,1,1,291,8.66,1,0,0,1,female,32,8.66,8.66,1,28.91
